DateTime,depth_m,18kHz_Sv,38kHz_Sv,code
2016-08-02_20:53:50.00,316.0,-90.43,-90.29,2
2016-08-02_20:53:50.00,318.0,-100.08,-86.64,3
2016-08-02_20:53:50.00,320.0,-90.28,-93.07,2
2016-08-02_20:53:50.00,322.0,-87.67,-83.71,3
2016-08-02_20:53:50.00,324.0,-91.0,-90.69,2
2016-08-02_20:53:50.00,326.0,-95.69,-86.2,3
2016-08-02_20:53:50.00,328.0,-89.21,-84.02,3
2016-08-02_20:53:50.00,330.0,-82.55,-82.58,2
2016-08-02_20:53:50.00,332.0,-83.1,-87.6,1
2016-08-02_20:53:50.00,334.0,-83.26,-85.42,2
2016-08-02_20:53:50.00,336.0,-80.61,-87.42,1
2016-08-02_20:53:50.00,338.0,-78.15,-82.25,1
2016-08-02_20:53:50.00,340.0,-84.57,-81.42,3
2016-08-02_20:53:50.00,342.0,-80.61,-77.16,3
2016-08-02_20:53:50.00,344.0,-78.65,-76.43,2
2016-08-02_20:53:50.00,346.0,-75.4,-75.26,2
2016-08-02_20:53:50.00,348.0,-74.57,-80.73,1
2016-08-02_20:54:00.00,302.0,-103.42,-82.95,3
2016-08-02_20:54:00.00,304.0,-96.34,-95.83,2
2016-08-02_20:54:00.00,306.0,-84.21,-85.49,2
2016-08-02_20:54:00.00,308.0,-87.77,-79.4,3
2016-08-02_20:54:00.00,310.0,-93.22,-84.51,3
2016-08-02_20:54:00.00,312.0,-91.92,-90.02,2
2016-08-02_20:54:00.00,314.0,-91.07,-85.05,3
2016-08-02_20:54:00.00,316.0,-97.07,-88.16,3
2016-08-02_20:54:00.00,318.0,-91.57,-91.1,2
2016-08-02_20:54:00.00,320.0,-94.15,-89.86,3
2016-08-02_20:54:00.00,322.0,-86.91,-80.62,3
2016-08-02_20:54:00.00,324.0,-99.52,-85.76,3
2016-08-02_20:54:00.00,326.0,-87.99,-87.68,2
2016-08-02_20:54:00.00,328.0,-91.59,-85.28,3
2016-08-02_20:54:00.00,330.0,-81.84,-85.71,1
2016-08-02_20:54:00.00,332.0,-83.08,-84.91,2
2016-08-02_20:54:00.00,334.0,-86.12,-84.66,2
2016-08-02_20:54:00.00,336.0,-79.34,-81.98,2
2016-08-02_20:54:00.00,338.0,-74.33,-81.47,1
2016-08-02_20:54:00.00,340.0,-80.98,-87.96,1
2016-08-02_20:54:00.00,342.0,-83.45,-81.4,2
2016-08-02_20:54:00.00,344.0,-74.06,-76.77,2
2016-08-02_20:54:00.00,346.0,-74.16,-74.6,2
2016-08-02_20:54:00.00,348.0,-73.35,-78.49,1
2016-08-02_20:54:00.00,350.0,-76.0,-82.29,1
2016-08-02_20:54:00.00,352.0,-79.71,-80.45,2
2016-08-02_20:54:00.00,354.0,-75.46,-81.03,1
2016-08-02_20:54:00.00,356.0,-81.25,-77.58,3
2016-08-02_20:54:10.00,340.0,-81.46,-85.54,1
2016-08-02_20:54:10.00,342.0,-80.26,-84.4,1
2016-08-02_20:54:10.00,344.0,-77.35,-81.8,1
2016-08-02_20:54:10.00,346.0,-74.54,-79.42,1
2016-08-02_20:54:10.00,348.0,-74.33,-74.57,2
2016-08-02_20:54:10.00,350.0,-73.18,-78.12,1
2016-08-02_20:54:10.00,352.0,-74.42,-79.72,1
2016-08-02_20:54:10.00,354.0,-73.66,-77.18,1
2016-08-02_20:54:10.00,356.0,-72.97,-77.48,1
2016-08-02_20:54:10.00,358.0,-73.39,-81.21,1
2016-08-02_20:54:10.00,360.0,-73.72,-77.99,1
2016-08-02_20:54:10.00,362.0,-72.15,-77.53,1
2016-08-02_20:54:10.00,364.0,-71.09,-78.21,1
2016-08-02_20:54:10.00,366.0,-69.51,-76.73,1
2016-08-02_20:54:10.00,368.0,-74.06,-74.49,2
2016-08-02_20:54:10.00,370.0,-75.23,-71.16,3
2016-08-02_20:54:10.00,372.0,-74.17,-76.17,2
2016-08-02_20:54:10.00,374.0,-74.73,-72.66,2
2016-08-02_20:54:10.00,376.0,-71.33,-70.39,2
2016-08-02_20:54:10.00,378.0,-75.0,-71.8,3
2016-08-02_20:54:10.00,380.0,-72.63,-69.49,3
2016-08-02_20:54:20.00,352.0,-78.09,-78.97,2
2016-08-02_20:54:20.00,354.0,-75.7,-77.42,2
2016-08-02_20:54:20.00,356.0,-72.35,-77.77,1
2016-08-02_20:54:20.00,358.0,-75.16,-79.29,1
2016-08-02_20:54:20.00,360.0,-73.68,-78.64,1
2016-08-02_20:54:20.00,362.0,-73.37,-78.08,1
2016-08-02_20:54:20.00,364.0,-74.0,-76.28,2
2016-08-02_20:54:20.00,366.0,-71.44,-78.02,1
2016-08-02_20:54:20.00,368.0,-69.66,-76.8,1
2016-08-02_20:54:20.00,370.0,-67.62,-73.34,1
2016-08-02_20:54:20.00,372.0,-69.61,-69.3,2
2016-08-02_20:54:20.00,374.0,-74.96,-72.57,2
2016-08-02_20:54:20.00,376.0,-75.65,-75.16,2
2016-08-02_20:54:20.00,378.0,-72.46,-71.21,2
2016-08-02_20:54:20.00,380.0,-74.42,-68.03,3
2016-08-02_20:54:20.00,382.0,-76.35,-70.36,3
2016-08-02_20:54:20.00,384.0,-76.67,-68.2,3
2016-08-02_20:54:20.00,386.0,-75.76,-68.17,3
2016-08-02_20:54:20.00,388.0,-77.2,-69.02,3
2016-08-02_20:54:20.00,390.0,-77.11,-64.61,3
2016-08-02_20:54:30.00,378.0,-76.79,-75.51,2
2016-08-02_20:54:30.00,380.0,-76.79,-68.61,3
2016-08-02_20:54:30.00,382.0,-74.38,-73.76,2
2016-08-02_20:54:30.00,384.0,-78.43,-74.87,3
2016-08-02_20:54:30.00,386.0,-77.6,-72.23,3
2016-08-02_20:54:30.00,388.0,-77.8,-66.34,3
2016-08-02_20:54:30.00,390.0,-78.38,-67.97,3
2016-08-02_20:54:30.00,392.0,-80.12,-66.19,3
2016-08-02_20:54:30.00,394.0,-79.59,-66.36,3
2016-08-02_20:54:30.00,396.0,-71.11,-74.97,1
2016-08-02_20:54:30.00,398.0,-75.0,-65.4,3
2016-08-02_20:54:30.00,400.0,-73.8,-67.44,3
2016-08-02_20:54:30.00,402.0,-78.18,-69.4,3
2016-08-02_20:54:30.00,404.0,-75.07,-74.08,2
2016-08-02_20:54:30.00,406.0,-72.32,-73.12,2
2016-08-02_20:54:30.00,408.0,-69.99,-69.38,2
2016-08-02_20:54:30.00,410.0,-69.19,-76.88,1
2016-08-02_20:54:30.00,412.0,-68.24,-71.24,2
2016-08-02_20:54:40.00,398.0,-78.53,-66.2,3
2016-08-02_20:54:40.00,400.0,-79.83,-69.17,3
2016-08-02_20:54:40.00,402.0,-71.87,-70.74,2
2016-08-02_20:54:40.00,404.0,-72.51,-72.26,2
2016-08-02_20:54:40.00,406.0,-72.05,-69.36,2
2016-08-02_20:54:40.00,408.0,-66.5,-69.86,1
2016-08-02_20:54:40.00,410.0,-66.55,-71.93,1
2016-08-02_20:54:40.00,412.0,-70.57,-71.83,2
2016-08-02_20:54:40.00,414.0,-68.58,-74.67,1
2016-08-02_20:54:40.00,416.0,-65.17,-69.35,1
2016-08-02_20:54:40.00,418.0,-68.34,-74.37,1
2016-08-02_20:54:40.00,420.0,-70.07,-77.27,1
2016-08-02_20:54:40.00,422.0,-67.82,-76.07,1
2016-08-02_20:54:40.00,424.0,-71.05,-74.95,1
2016-08-02_20:54:40.00,426.0,-68.0,-74.63,1
2016-08-02_20:54:40.00,428.0,-69.41,-74.53,1
2016-08-02_20:54:40.00,430.0,-67.91,-73.87,1
2016-08-02_20:54:50.00,412.0,-70.1,-74.6,1
2016-08-02_20:54:50.00,414.0,-69.94,-76.08,1
2016-08-02_20:54:50.00,416.0,-69.26,-75.98,1
2016-08-02_20:54:50.00,418.0,-68.63,-75.33,1
2016-08-02_20:54:50.00,420.0,-69.89,-78.05,1
2016-08-02_20:54:50.00,422.0,-73.37,-74.58,2
2016-08-02_20:54:50.00,424.0,-68.93,-73.71,1
2016-08-02_20:54:50.00,426.0,-68.88,-75.45,1
2016-08-02_20:54:50.00,428.0,-68.08,-77.36,1
2016-08-02_20:54:50.00,430.0,-70.44,-76.18,1
2016-08-02_20:54:50.00,432.0,-64.89,-75.32,1
2016-08-02_20:54:50.00,434.0,-62.41,-73.99,1
2016-08-02_20:54:50.00,436.0,-67.56,-70.72,1
2016-08-02_20:54:50.00,438.0,-65.27,-74.36,1
2016-08-02_20:54:50.00,440.0,-66.33,-72.86,1
2016-08-02_20:54:50.00,442.0,-68.01,-74.8,1
2016-08-02_20:55:00.00,424.0,-72.79,-76.48,1
2016-08-02_20:55:00.00,426.0,-75.45,-75.52,2
2016-08-02_20:55:00.00,428.0,-70.85,-73.07,2
2016-08-02_20:55:00.00,430.0,-68.43,-73.23,1
2016-08-02_20:55:00.00,432.0,-73.06,-79.89,1
2016-08-02_20:55:00.00,434.0,-68.72,-72.3,1
2016-08-02_20:55:00.00,436.0,-71.96,-73.58,2
2016-08-02_20:55:00.00,438.0,-65.9,-71.79,1
2016-08-02_20:55:00.00,440.0,-67.33,-79.4,1
2016-08-02_20:55:00.00,442.0,-69.94,-75.61,1
2016-08-02_20:55:00.00,444.0,-65.3,-73.88,1
2016-08-02_20:55:00.00,446.0,-67.46,-73.56,1
2016-08-02_20:55:00.00,448.0,-69.34,-75.7,1
2016-08-02_20:55:00.00,450.0,-68.56,-72.45,1
2016-08-02_20:55:00.00,452.0,-70.01,-78.63,1
2016-08-02_20:55:00.00,454.0,-67.34,-71.64,1
2016-08-02_20:55:00.00,456.0,-74.37,-71.25,3
2016-08-02_20:55:10.00,468.0,-70.61,-73.89,1
2016-08-02_20:55:10.00,470.0,-74.1,-77.24,1
2016-08-02_20:55:10.00,472.0,-73.1,-74.64,2
2016-08-02_20:55:10.00,474.0,-74.18,-74.74,2
2016-08-02_20:55:10.00,476.0,-73.89,-73.6,2
2016-08-02_20:55:10.00,478.0,-72.4,-74.78,2
2016-08-02_20:55:10.00,480.0,-74.96,-74.78,2
2016-08-02_20:55:10.00,482.0,-75.81,-72.45,3
2016-08-02_20:55:10.00,484.0,-75.53,-75.13,2
2016-08-02_20:55:10.00,486.0,-70.51,-72.76,2
2016-08-02_20:55:10.00,488.0,-74.03,-70.81,3
2016-08-02_20:55:10.00,490.0,-73.75,-73.06,2
2016-08-02_20:55:10.00,492.0,-72.72,-73.62,2
2016-08-02_20:55:10.00,494.0,-75.76,-74.05,2
2016-08-02_20:55:10.00,496.0,-76.14,-73.55,2
2016-08-02_20:55:10.00,498.0,-71.87,-75.79,1
2016-08-02_20:55:10.00,500.0,-73.36,-73.15,2
2016-08-02_20:55:10.00,502.0,-73.76,-70.69,3
2016-08-02_20:55:10.00,504.0,-76.02,-74.26,2
2016-08-02_20:55:20.00,468.0,-75.78,-72.81,2
2016-08-02_20:55:20.00,470.0,-72.62,-73.3,2
2016-08-02_20:55:20.00,472.0,-74.28,-70.58,3
2016-08-02_20:55:20.00,474.0,-73.56,-72.06,2
2016-08-02_20:55:20.00,476.0,-73.87,-73.52,2
2016-08-02_20:55:20.00,478.0,-74.14,-74.61,2
2016-08-02_20:55:20.00,480.0,-79.73,-72.91,3
2016-08-02_20:55:20.00,482.0,-74.3,-74.84,2
2016-08-02_20:55:20.00,484.0,-73.52,-70.7,2
2016-08-02_20:55:20.00,486.0,-74.44,-74.01,2
2016-08-02_20:55:20.00,488.0,-77.25,-71.41,3
2016-08-02_20:55:20.00,490.0,-77.99,-74.3,3
2016-08-02_20:55:20.00,492.0,-78.96,-74.47,3
2016-08-02_20:55:20.00,494.0,-73.48,-75.4,2
2016-08-02_20:55:20.00,496.0,-74.61,-75.33,2
2016-08-02_20:55:20.00,498.0,-71.3,-70.45,2
2016-08-02_20:55:20.00,500.0,-74.05,-71.43,2
2016-08-02_20:55:20.00,502.0,-71.3,-74.14,2
2016-08-02_20:55:20.00,504.0,-72.84,-73.07,2
2016-08-02_20:55:30.00,478.0,-72.04,-70.45,2
2016-08-02_20:55:30.00,480.0,-75.48,-81.56,1
2016-08-02_20:55:30.00,482.0,-73.27,-76.02,2
2016-08-02_20:55:30.00,484.0,-69.52,-74.28,1
2016-08-02_20:55:30.00,486.0,-74.72,-75.73,2
2016-08-02_20:55:30.00,488.0,-77.82,-75.52,2
2016-08-02_20:55:30.00,490.0,-70.43,-73.2,2
2016-08-02_20:55:30.00,492.0,-72.07,-74.97,2
2016-08-02_20:55:30.00,494.0,-73.38,-70.79,2
2016-08-02_20:55:30.00,496.0,-72.13,-68.31,3
2016-08-02_20:55:30.00,498.0,-75.13,-71.41,3
2016-08-02_20:55:30.00,500.0,-73.76,-68.51,3
2016-08-02_20:55:30.00,502.0,-72.91,-70.72,2
2016-08-02_20:55:30.00,504.0,-72.65,-71.8,2
2016-08-02_20:55:30.00,506.0,-68.4,-74.81,1
2016-08-02_20:55:30.00,508.0,-69.3,-73.62,1
2016-08-02_20:55:30.00,510.0,-71.31,-69.44,2
2016-08-02_20:55:30.00,512.0,-70.41,-74.22,1
2016-08-02_20:55:30.00,514.0,-72.4,-71.06,2
2016-08-02_20:55:30.00,516.0,-72.41,-70.18,2
2016-08-02_20:55:40.00,490.0,-73.61,-73.21,2
2016-08-02_20:55:40.00,492.0,-73.21,-69.85,3
2016-08-02_20:55:40.00,494.0,-72.45,-70.56,2
2016-08-02_20:55:40.00,496.0,-70.85,-70.98,2
2016-08-02_20:55:40.00,498.0,-72.77,-73.4,2
2016-08-02_20:55:40.00,500.0,-70.35,-70.47,2
2016-08-02_20:55:40.00,502.0,-70.33,-68.76,2
2016-08-02_20:55:40.00,504.0,-69.62,-71.67,2
2016-08-02_20:55:40.00,506.0,-72.26,-70.7,2
2016-08-02_20:55:40.00,508.0,-71.95,-72.59,2
2016-08-02_20:55:40.00,510.0,-70.92,-70.79,2
2016-08-02_20:55:40.00,512.0,-69.25,-68.48,2
2016-08-02_20:55:40.00,514.0,-73.99,-69.13,3
2016-08-02_20:55:40.00,516.0,-73.56,-71.13,2
2016-08-02_20:55:40.00,518.0,-74.09,-70.17,3
2016-08-02_20:55:40.00,520.0,-73.94,-68.85,3
2016-08-02_20:55:40.00,522.0,-76.21,-70.34,3
2016-08-02_20:55:40.00,524.0,-75.6,-72.13,3
2016-08-02_20:55:40.00,526.0,-71.46,-76.59,1
2016-08-02_20:55:40.00,528.0,-74.61,-73.17,2
2016-08-02_20:55:40.00,530.0,-75.24,-75.32,2
2016-08-02_20:55:50.00,494.0,-73.67,-69.71,3
2016-08-02_20:55:50.00,496.0,-71.63,-70.45,2
2016-08-02_20:55:50.00,498.0,-75.53,-72.67,2
2016-08-02_20:55:50.00,500.0,-69.56,-68.15,2
2016-08-02_20:55:50.00,502.0,-69.48,-71.6,2
2016-08-02_20:55:50.00,504.0,-71.2,-67.64,3
2016-08-02_20:55:50.00,506.0,-70.69,-71.11,2
2016-08-02_20:55:50.00,508.0,-70.85,-70.46,2
2016-08-02_20:55:50.00,510.0,-73.07,-69.86,3
2016-08-02_20:55:50.00,512.0,-74.89,-68.64,3
2016-08-02_20:55:50.00,514.0,-77.55,-70.47,3
2016-08-02_20:55:50.00,516.0,-76.67,-67.33,3
2016-08-02_20:55:50.00,518.0,-74.99,-68.59,3
2016-08-02_20:55:50.00,520.0,-76.99,-70.4,3
2016-08-02_20:55:50.00,522.0,-75.8,-70.24,3
2016-08-02_20:55:50.00,524.0,-72.65,-73.37,2
2016-08-02_20:55:50.00,526.0,-73.94,-76.31,2
2016-08-02_20:55:50.00,528.0,-76.06,-75.6,2
2016-08-02_20:55:50.00,530.0,-78.1,-73.95,3
2016-08-02_20:55:50.00,532.0,-78.45,-74.76,3
2016-08-02_20:55:50.00,534.0,-79.75,-77.81,2
2016-08-02_20:56:00.00,506.0,-75.2,-69.39,3
2016-08-02_20:56:00.00,508.0,-70.48,-71.29,2
2016-08-02_20:56:00.00,510.0,-73.8,-69.72,3
2016-08-02_20:56:00.00,512.0,-72.87,-68.28,3
2016-08-02_20:56:00.00,514.0,-71.52,-69.08,2
2016-08-02_20:56:00.00,516.0,-76.94,-67.65,3
2016-08-02_20:56:00.00,518.0,-78.42,-66.47,3
2016-08-02_20:56:00.00,520.0,-76.54,-69.17,3
2016-08-02_20:56:00.00,522.0,-77.38,-73.7,3
2016-08-02_20:56:00.00,524.0,-75.25,-72.31,2
2016-08-02_20:56:00.00,526.0,-72.73,-76.15,1
2016-08-02_20:56:00.00,528.0,-73.44,-78.19,1
2016-08-02_20:56:00.00,530.0,-77.67,-71.35,3
2016-08-02_20:56:00.00,532.0,-74.03,-77.12,1
2016-08-02_20:56:00.00,534.0,-75.67,-78.2,2
2016-08-02_20:56:00.00,536.0,-75.08,-75.74,2
2016-08-02_20:56:00.00,538.0,-76.98,-79.9,2
2016-08-02_20:56:00.00,540.0,-75.26,-75.7,2
2016-08-02_20:56:00.00,542.0,-76.94,-78.93,2
2016-08-02_20:56:00.00,544.0,-79.42,-82.76,1
2016-08-02_20:56:10.00,512.0,-72.31,-71.27,2
2016-08-02_20:56:10.00,514.0,-72.87,-64.91,3
2016-08-02_20:56:10.00,516.0,-73.65,-65.62,3
2016-08-02_20:56:10.00,518.0,-75.35,-64.79,3
2016-08-02_20:56:10.00,520.0,-73.47,-66.5,3
2016-08-02_20:56:10.00,522.0,-71.54,-67.49,3
2016-08-02_20:56:10.00,524.0,-75.78,-72.91,2
2016-08-02_20:56:10.00,526.0,-73.66,-73.19,2
2016-08-02_20:56:10.00,528.0,-75.01,-74.89,2
2016-08-02_20:56:10.00,530.0,-76.26,-76.98,2
2016-08-02_20:56:10.00,532.0,-76.76,-75.48,2
2016-08-02_20:56:10.00,534.0,-74.49,-74.22,2
2016-08-02_20:56:10.00,536.0,-79.22,-77.88,2
2016-08-02_20:56:10.00,538.0,-77.06,-77.34,2
2016-08-02_20:56:10.00,540.0,-76.93,-74.21,2
2016-08-02_20:56:10.00,542.0,-77.47,-74.17,3
2016-08-02_20:56:10.00,544.0,-76.2,-77.04,2
2016-08-02_20:56:10.00,546.0,-76.0,-76.13,2
2016-08-02_20:56:10.00,548.0,-77.16,-76.93,2
2016-08-02_20:56:10.00,550.0,-76.46,-76.93,2
2016-08-02_20:56:20.00,516.0,-72.64,-69.93,2
2016-08-02_20:56:20.00,518.0,-73.1,-70.32,2
2016-08-02_20:56:20.00,520.0,-74.97,-71.15,3
2016-08-02_20:56:20.00,522.0,-71.97,-75.57,1
2016-08-02_20:56:20.00,524.0,-73.7,-75.7,2
2016-08-02_20:56:20.00,526.0,-75.49,-73.6,2
2016-08-02_20:56:20.00,528.0,-73.66,-74.78,2
2016-08-02_20:56:20.00,530.0,-76.17,-72.81,3
2016-08-02_20:56:20.00,532.0,-78.07,-76.71,2
2016-08-02_20:56:20.00,534.0,-72.68,-77.08,1
2016-08-02_20:56:20.00,536.0,-73.88,-76.46,2
2016-08-02_20:56:20.00,538.0,-77.87,-75.78,2
2016-08-02_20:56:20.00,540.0,-75.86,-75.98,2
2016-08-02_20:56:20.00,542.0,-79.59,-74.8,3
2016-08-02_20:56:20.00,544.0,-77.32,-74.76,2
2016-08-02_20:56:20.00,546.0,-77.95,-76.79,2
2016-08-02_20:56:20.00,548.0,-82.07,-77.61,3
2016-08-02_20:56:20.00,550.0,-79.65,-74.72,3
2016-08-02_20:56:20.00,552.0,-78.19,-76.52,2
2016-08-02_20:56:30.00,518.0,-73.85,-77.6,1
2016-08-02_20:56:30.00,520.0,-75.92,-79.06,1
2016-08-02_20:56:30.00,522.0,-77.17,-75.3,2
2016-08-02_20:56:30.00,524.0,-76.06,-79.46,1
2016-08-02_20:56:30.00,526.0,-75.56,-80.44,1
2016-08-02_20:56:30.00,528.0,-76.15,-73.29,2
2016-08-02_20:56:30.00,530.0,-77.99,-75.85,2
2016-08-02_20:56:30.00,532.0,-78.77,-73.52,3
2016-08-02_20:56:30.00,534.0,-77.58,-75.56,2
2016-08-02_20:56:30.00,536.0,-71.44,-72.55,2
2016-08-02_20:56:30.00,538.0,-82.88,-78.68,3
2016-08-02_20:56:30.00,540.0,-78.82,-74.16,3
2016-08-02_20:56:30.00,542.0,-77.69,-77.86,2
2016-08-02_20:56:30.00,544.0,-80.74,-76.73,3
2016-08-02_20:56:30.00,546.0,-78.69,-77.13,2
2016-08-02_20:56:30.00,548.0,-79.38,-79.69,2
2016-08-02_20:56:30.00,550.0,-77.65,-85.44,1
2016-08-02_20:56:30.00,552.0,-77.89,-79.37,2
2016-08-02_20:56:30.00,554.0,-74.23,-72.34,2
2016-08-02_20:56:40.00,518.0,-73.12,-74.21,2
2016-08-02_20:56:40.00,520.0,-72.23,-77.64,1
2016-08-02_20:56:40.00,522.0,-75.3,-76.4,2
2016-08-02_20:56:40.00,524.0,-74.67,-77.41,2
2016-08-02_20:56:40.00,526.0,-74.56,-75.38,2
2016-08-02_20:56:40.00,528.0,-75.38,-76.04,2
2016-08-02_20:56:40.00,530.0,-76.21,-75.26,2
2016-08-02_20:56:40.00,532.0,-75.79,-75.85,2
2016-08-02_20:56:40.00,534.0,-78.68,-74.64,3
2016-08-02_20:56:40.00,536.0,-78.72,-78.32,2
2016-08-02_20:56:40.00,538.0,-75.05,-79.15,1
2016-08-02_20:56:40.00,540.0,-79.23,-77.15,2
2016-08-02_20:56:40.00,542.0,-74.73,-76.14,2
2016-08-02_20:56:40.00,544.0,-75.36,-76.86,2
2016-08-02_20:56:40.00,546.0,-81.33,-76.4,3
2016-08-02_20:56:40.00,548.0,-74.42,-75.37,2
2016-08-02_20:56:40.00,550.0,-78.36,-75.69,2
2016-08-02_20:56:40.00,552.0,-72.61,-74.82,2
2016-08-02_20:56:40.00,554.0,-75.2,-77.28,2
2016-08-02_20:56:40.00,556.0,-76.73,-80.09,1
2016-08-02_20:56:50.00,516.0,-75.43,-74.91,2
2016-08-02_20:56:50.00,518.0,-72.51,-75.13,2
2016-08-02_20:56:50.00,520.0,-74.11,-75.07,2
2016-08-02_20:56:50.00,522.0,-76.85,-77.61,2
2016-08-02_20:56:50.00,524.0,-77.02,-75.94,2
2016-08-02_20:56:50.00,526.0,-76.22,-75.33,2
2016-08-02_20:56:50.00,528.0,-74.12,-74.27,2
2016-08-02_20:56:50.00,530.0,-77.46,-74.53,2
2016-08-02_20:56:50.00,532.0,-74.04,-75.76,2
2016-08-02_20:56:50.00,534.0,-73.43,-75.11,2
2016-08-02_20:56:50.00,536.0,-72.84,-72.31,2
2016-08-02_20:56:50.00,538.0,-71.95,-72.41,2
2016-08-02_20:56:50.00,540.0,-74.46,-77.37,2
2016-08-02_20:56:50.00,542.0,-74.66,-75.36,2
2016-08-02_20:56:50.00,544.0,-77.29,-74.06,3
2016-08-02_20:56:50.00,546.0,-77.31,-74.91,2
2016-08-02_20:56:50.00,548.0,-73.79,-74.55,2
2016-08-02_20:56:50.00,550.0,-76.16,-77.62,2
2016-08-02_20:56:50.00,552.0,-80.55,-76.76,3
2016-08-02_20:56:50.00,554.0,-77.01,-75.27,2
2016-08-02_20:57:00.00,510.0,-70.67,-67.43,3
2016-08-02_20:57:00.00,512.0,-73.54,-71.41,2
2016-08-02_20:57:00.00,514.0,-77.29,-72.41,3
2016-08-02_20:57:00.00,516.0,-74.39,-74.86,2
2016-08-02_20:57:00.00,518.0,-73.24,-75.48,2
2016-08-02_20:57:00.00,520.0,-72.29,-78.7,1
2016-08-02_20:57:00.00,522.0,-74.53,-74.01,2
2016-08-02_20:57:00.00,524.0,-72.41,-71.11,2
2016-08-02_20:57:00.00,526.0,-77.47,-75.4,2
2016-08-02_20:57:00.00,528.0,-71.42,-75.31,1
2016-08-02_20:57:00.00,530.0,-73.11,-74.65,2
2016-08-02_20:57:00.00,532.0,-77.04,-74.55,2
2016-08-02_20:57:00.00,534.0,-73.7,-74.31,2
2016-08-02_20:57:00.00,536.0,-74.29,-76.74,2
2016-08-02_20:57:00.00,538.0,-72.06,-69.72,2
2016-08-02_20:57:00.00,540.0,-71.2,-75.74,1
2016-08-02_20:57:00.00,542.0,-74.9,-76.58,2
2016-08-02_20:57:00.00,544.0,-79.74,-70.14,3
2016-08-02_20:57:00.00,546.0,-77.91,-73.74,3
2016-08-02_20:57:00.00,548.0,-81.77,-73.23,3
2016-08-02_20:57:10.00,504.0,-71.41,-71.12,2
2016-08-02_20:57:10.00,506.0,-70.47,-72.75,2
