DateTime,depth_m,18kHz_Sv,38kHz_Sv,code
2016-08-14_19:11:30.00,544.0,-73.38,-75.84,2
2016-08-14_19:11:30.00,546.0,-70.74,-72.73,2
2016-08-14_19:11:30.00,548.0,-73.3,-72.08,2
2016-08-14_19:11:30.00,550.0,-80.91,-72.45,3
2016-08-14_19:11:30.00,552.0,-74.57,-73.17,2
2016-08-14_19:11:30.00,554.0,-72.98,-72.53,2
2016-08-14_19:11:30.00,556.0,-74.33,-70.47,3
2016-08-14_19:11:30.00,558.0,-68.34,-67.88,2
2016-08-14_19:11:30.00,560.0,-74.79,-71.09,3
2016-08-14_19:11:30.00,562.0,-68.47,-72.41,1
2016-08-14_19:11:30.00,564.0,-70.41,-70.96,2
2016-08-14_19:11:30.00,566.0,-75.06,-71.15,3
2016-08-14_19:11:30.00,568.0,-72.36,-71.28,2
2016-08-14_19:11:30.00,570.0,-73.19,-71.66,2
2016-08-14_19:11:30.00,572.0,-74.71,-68.35,3
2016-08-14_19:11:40.00,552.0,-74.71,-74.06,2
2016-08-14_19:11:40.00,554.0,-77.21,-67.14,3
2016-08-14_19:11:40.00,556.0,-74.58,-65.7,3
2016-08-14_19:11:40.00,558.0,-70.29,-66.73,3
2016-08-14_19:11:40.00,560.0,-74.18,-70.01,3
2016-08-14_19:11:40.00,562.0,-73.16,-69.92,3
2016-08-14_19:11:40.00,564.0,-75.16,-74.49,2
2016-08-14_19:11:40.00,566.0,-71.34,-73.75,2
2016-08-14_19:11:40.00,568.0,-73.21,-75.37,2
2016-08-14_19:11:40.00,570.0,-70.04,-69.67,2
2016-08-14_19:11:40.00,572.0,-76.15,-75.45,2
2016-08-14_19:11:40.00,574.0,-72.1,-69.53,2
2016-08-14_19:11:40.00,576.0,-73.09,-69.2,3
2016-08-14_19:11:40.00,578.0,-68.21,-70.65,2
2016-08-14_19:11:40.00,580.0,-73.95,-77.11,1
2016-08-14_19:11:40.00,582.0,-72.44,-74.03,2
2016-08-14_19:11:40.00,584.0,-72.63,-68.45,3
2016-08-14_19:11:40.00,586.0,-77.73,-71.12,3
2016-08-14_19:11:40.00,588.0,-75.33,-73.55,2
2016-08-14_19:11:40.00,590.0,-75.37,-76.03,2
2016-08-14_19:11:40.00,592.0,-76.15,-73.54,2
2016-08-14_19:11:40.00,594.0,-83.77,-68.27,3
2016-08-14_19:11:50.00,584.0,-74.83,-71.57,3
2016-08-14_19:11:50.00,586.0,-75.42,-73.18,2
2016-08-14_19:11:50.00,588.0,-78.48,-73.32,3
2016-08-14_19:11:50.00,590.0,-80.45,-69.38,3
2016-08-14_19:11:50.00,592.0,-77.53,-70.76,3
2016-08-14_19:11:50.00,594.0,-75.14,-73.15,2
2016-08-14_19:11:50.00,596.0,-76.68,-76.0,2
2016-08-14_19:11:50.00,598.0,-85.22,-73.46,3
2016-08-14_19:11:50.00,600.0,-80.31,-72.94,3
2016-08-14_19:11:50.00,602.0,-79.82,-69.61,3
2016-08-14_19:11:50.00,604.0,-80.25,-70.77,3
2016-08-14_19:11:50.00,606.0,-78.53,-70.44,3
2016-08-14_19:11:50.00,608.0,-79.21,-71.17,3
2016-08-14_19:11:50.00,610.0,-79.67,-72.7,3
2016-08-14_19:11:50.00,612.0,-81.65,-69.53,3
2016-08-14_19:11:50.00,614.0,-80.22,-70.53,3
2016-08-14_19:11:50.00,616.0,-79.42,-70.78,3
2016-08-14_19:11:50.00,618.0,-81.85,-67.76,3
2016-08-14_19:11:50.00,620.0,-80.52,-69.02,3
2016-08-14_19:11:50.00,622.0,-79.17,-70.58,3
2016-08-14_19:11:50.00,624.0,-81.67,-75.92,3
2016-08-14_19:12:00.00,614.0,-77.61,-70.98,3
2016-08-14_19:12:00.00,616.0,-85.46,-68.1,3
2016-08-14_19:12:00.00,618.0,-79.3,-73.16,3
2016-08-14_19:12:00.00,620.0,-78.35,-72.26,3
2016-08-14_19:12:00.00,622.0,-80.5,-72.45,3
2016-08-14_19:12:00.00,624.0,-78.48,-68.52,3
2016-08-14_19:12:00.00,626.0,-87.8,-75.05,3
2016-08-14_19:12:00.00,628.0,-79.02,-75.18,3
2016-08-14_19:12:00.00,630.0,-82.21,-74.99,3
2016-08-14_19:12:00.00,632.0,-82.24,-67.22,3
2016-08-14_19:12:00.00,634.0,-83.61,-73.63,3
2016-08-14_19:12:00.00,636.0,-77.59,-74.51,3
2016-08-14_19:12:00.00,638.0,-82.02,-71.87,3
2016-08-14_19:12:00.00,640.0,-82.55,-67.44,3
2016-08-14_19:12:00.00,642.0,-80.38,-70.4,3
2016-08-14_19:12:00.00,644.0,-82.58,-68.64,3
2016-08-14_19:12:00.00,646.0,-78.16,-74.54,3
2016-08-14_19:12:00.00,648.0,-80.99,-70.99,3
2016-08-14_19:12:00.00,650.0,-82.68,-72.6,3
2016-08-14_19:12:00.00,652.0,-83.89,-74.96,3
2016-08-14_19:12:00.00,654.0,-78.02,-71.61,3
2016-08-14_19:12:00.00,656.0,-82.94,-73.71,3
2016-08-14_19:12:10.00,634.0,-81.5,-69.11,3
2016-08-14_19:12:10.00,636.0,-82.43,-68.91,3
2016-08-14_19:12:10.00,638.0,-82.65,-71.8,3
2016-08-14_19:12:10.00,640.0,-84.19,-71.59,3
2016-08-14_19:12:10.00,642.0,-85.28,-71.65,3
2016-08-14_19:12:10.00,644.0,-80.92,-71.57,3
2016-08-14_19:12:10.00,646.0,-86.56,-69.41,3
2016-08-14_19:12:10.00,648.0,-78.09,-74.27,3
2016-08-14_19:12:10.00,650.0,-84.98,-76.42,3
2016-08-14_19:12:10.00,652.0,-78.29,-72.51,3
2016-08-14_19:12:10.00,654.0,-80.29,-72.6,3
2016-08-14_19:12:10.00,656.0,-77.42,-72.27,3
2016-08-14_19:12:10.00,658.0,-81.01,-74.59,3
2016-08-14_19:12:10.00,660.0,-78.11,-76.02,2
2016-08-14_19:12:10.00,662.0,-88.09,-74.86,3
2016-08-14_19:12:10.00,664.0,-84.55,-75.16,3
2016-08-14_19:12:10.00,666.0,-79.18,-78.03,2
2016-08-14_19:12:10.00,668.0,-80.26,-74.74,3
2016-08-14_19:12:10.00,670.0,-82.58,-75.23,3
2016-08-14_19:12:10.00,672.0,-77.37,-74.18,3
2016-08-14_19:12:10.00,674.0,-81.99,-76.24,3
2016-08-14_19:12:10.00,676.0,-82.12,-73.66,3
2016-08-14_19:12:20.00,656.0,-84.74,-74.75,3
2016-08-14_19:12:20.00,658.0,-87.77,-74.31,3
2016-08-14_19:12:20.00,660.0,-81.84,-73.87,3
2016-08-14_19:12:20.00,662.0,-81.07,-73.5,3
2016-08-14_19:12:20.00,664.0,-79.27,-74.88,3
2016-08-14_19:12:20.00,666.0,-77.27,-78.26,2
2016-08-14_19:12:20.00,668.0,-82.38,-72.21,3
2016-08-14_19:12:20.00,670.0,-77.78,-73.28,3
2016-08-14_19:12:20.00,672.0,-83.19,-75.79,3
2016-08-14_19:12:20.00,674.0,-79.63,-71.5,3
2016-08-14_19:12:20.00,676.0,-79.53,-72.56,3
2016-08-14_19:12:20.00,678.0,-80.07,-77.75,2
2016-08-14_19:12:20.00,680.0,-81.12,-76.25,3
2016-08-14_19:12:20.00,682.0,-80.31,-74.51,3
2016-08-14_19:12:20.00,684.0,-76.48,-74.71,2
2016-08-14_19:12:20.00,686.0,-78.81,-75.32,3
2016-08-14_19:12:20.00,688.0,-78.21,-82.25,1
2016-08-14_19:12:20.00,690.0,-78.48,-79.13,2
2016-08-14_19:12:20.00,692.0,-78.52,-79.71,2
2016-08-14_19:12:20.00,694.0,-79.36,-77.98,2
2016-08-14_19:12:20.00,696.0,-79.07,-76.04,3
2016-08-14_19:12:20.00,698.0,-77.48,-83.04,1
2016-08-14_19:12:20.00,700.0,-77.87,-79.6,2
2016-08-14_19:12:30.00,680.0,-80.13,-74.98,3
2016-08-14_19:12:30.00,682.0,-79.0,-74.68,3
2016-08-14_19:12:30.00,684.0,-73.3,-75.42,2
2016-08-14_19:12:30.00,686.0,-77.21,-77.05,2
2016-08-14_19:12:30.00,688.0,-75.85,-74.36,2
2016-08-14_19:12:30.00,690.0,-80.6,-78.29,2
2016-08-14_19:12:30.00,692.0,-78.06,-80.26,2
2016-08-14_19:12:30.00,694.0,-76.58,-75.07,2
2016-08-14_19:12:30.00,696.0,-77.86,-76.48,2
2016-08-14_19:12:30.00,698.0,-78.88,-80.46,2
2016-08-14_19:12:30.00,700.0,-75.15,-78.03,2
2016-08-14_19:12:30.00,702.0,-74.75,-76.28,2
2016-08-14_19:12:30.00,704.0,-75.9,-78.59,2
2016-08-14_19:12:30.00,706.0,-75.48,-79.14,1
2016-08-14_19:12:30.00,708.0,-75.51,-79.9,1
2016-08-14_19:12:30.00,710.0,-76.76,-81.1,1
2016-08-14_19:12:30.00,712.0,-78.01,-78.84,2
2016-08-14_19:12:30.00,714.0,-78.99,-81.29,2
2016-08-14_19:12:30.00,716.0,-75.63,-81.67,1
2016-08-14_19:12:30.00,718.0,-78.27,-82.2,1
2016-08-14_19:12:30.00,720.0,-78.16,-84.43,1
2016-08-14_19:12:30.00,722.0,-74.53,-82.55,1
2016-08-14_19:12:30.00,724.0,-77.84,-81.24,1
2016-08-14_19:12:40.00,706.0,-78.49,-79.96,2
2016-08-14_19:12:40.00,708.0,-80.62,-79.4,2
2016-08-14_19:12:40.00,710.0,-75.41,-78.2,2
2016-08-14_19:12:40.00,712.0,-75.16,-79.55,1
2016-08-14_19:12:40.00,714.0,-79.48,-84.71,1
2016-08-14_19:12:40.00,716.0,-77.76,-79.21,2
2016-08-14_19:12:40.00,718.0,-77.85,-80.41,2
2016-08-14_19:12:40.00,720.0,-79.07,-80.15,2
2016-08-14_19:12:40.00,722.0,-82.1,-78.84,3
2016-08-14_19:12:40.00,724.0,-79.14,-83.93,1
2016-08-14_19:12:40.00,726.0,-76.72,-79.87,1
2016-08-14_19:12:40.00,728.0,-75.68,-82.3,1
2016-08-14_19:12:40.00,730.0,-75.09,-82.45,1
2016-08-14_19:12:40.00,732.0,-76.28,-82.61,1
2016-08-14_19:12:40.00,734.0,-76.58,-80.44,1
2016-08-14_19:12:40.00,736.0,-79.39,-83.16,1
2016-08-14_19:12:40.00,738.0,-82.91,-80.43,2
2016-08-14_19:12:40.00,740.0,-80.64,-87.98,1
2016-08-14_19:12:40.00,742.0,-78.96,-85.23,1
2016-08-14_19:12:40.00,744.0,-81.45,-82.41,2
2016-08-14_19:12:40.00,746.0,-78.45,-81.56,1
2016-08-14_19:12:40.00,748.0,-81.68,-84.25,2
2016-08-14_19:12:50.00,730.0,-80.13,-83.2,1
2016-08-14_19:12:50.00,732.0,-77.84,-83.71,1
2016-08-14_19:12:50.00,734.0,-80.9,-80.87,2
2016-08-14_19:12:50.00,736.0,-80.12,-84.14,1
2016-08-14_19:12:50.00,738.0,-81.13,-80.22,2
2016-08-14_19:12:50.00,740.0,-85.07,-78.85,3
2016-08-14_19:12:50.00,742.0,-79.62,-84.93,1
2016-08-14_19:12:50.00,744.0,-78.05,-83.41,1
2016-08-14_19:12:50.00,746.0,-81.5,-82.73,2
2016-08-14_19:12:50.00,748.0,-81.42,-80.07,2
2016-08-14_19:12:50.00,750.0,-76.21,-78.18,2
2016-08-14_19:12:50.00,752.0,-79.91,-78.82,2
2016-08-14_19:12:50.00,754.0,-79.25,-79.64,2
2016-08-14_19:12:50.00,756.0,-77.3,-81.42,1
2016-08-14_19:12:50.00,758.0,-80.05,-80.8,2
2016-08-14_19:12:50.00,760.0,-82.3,-80.52,2
2016-08-14_19:12:50.00,762.0,-82.11,-80.21,2
2016-08-14_19:12:50.00,764.0,-78.17,-82.11,1
2016-08-14_19:12:50.00,766.0,-79.85,-81.66,2
2016-08-14_19:12:50.00,768.0,-85.73,-83.43,2
2016-08-14_19:12:50.00,770.0,-88.07,-79.96,3
2016-08-14_19:12:50.00,772.0,-81.19,-83.42,2
2016-08-14_19:12:50.00,774.0,-84.42,-83.53,2
2016-08-14_19:13:00.00,750.0,-77.09,-78.38,2
2016-08-14_19:13:00.00,752.0,-76.11,-81.04,1
2016-08-14_19:13:00.00,754.0,-79.9,-75.51,3
2016-08-14_19:13:00.00,756.0,-81.54,-76.36,3
2016-08-14_19:13:00.00,758.0,-82.85,-80.94,2
2016-08-14_19:13:00.00,760.0,-78.15,-80.04,2
2016-08-14_19:13:00.00,762.0,-81.11,-85.3,1
2016-08-14_19:13:00.00,764.0,-82.11,-82.92,2
2016-08-14_19:13:00.00,766.0,-83.83,-81.49,2
2016-08-14_19:13:00.00,768.0,-84.55,-82.73,2
2016-08-14_19:13:00.00,770.0,-79.68,-81.39,2
2016-08-14_19:13:00.00,772.0,-79.08,-81.97,2
2016-08-14_19:13:00.00,774.0,-81.32,-85.1,1
2016-08-14_19:13:00.00,776.0,-82.9,-77.61,3
2016-08-14_19:13:00.00,778.0,-78.23,-86.18,1
2016-08-14_19:13:00.00,780.0,-76.4,-81.54,1
2016-08-14_19:13:00.00,782.0,-77.96,-79.71,2
2016-08-14_19:13:00.00,784.0,-76.93,-82.16,1
2016-08-14_19:13:00.00,786.0,-78.01,-82.93,1
2016-08-14_19:13:00.00,788.0,-78.93,-84.56,1
2016-08-14_19:13:00.00,790.0,-77.89,-81.14,1
2016-08-14_19:13:00.00,792.0,-79.23,-82.79,1
2016-08-14_19:13:10.00,766.0,-80.23,-83.6,1
2016-08-14_19:13:10.00,768.0,-79.12,-83.82,1
2016-08-14_19:13:10.00,770.0,-77.41,-84.87,1
2016-08-14_19:13:10.00,772.0,-78.31,-82.13,1
2016-08-14_19:13:10.00,774.0,-79.03,-81.09,2
2016-08-14_19:13:10.00,776.0,-75.62,-82.8,1
2016-08-14_19:13:10.00,778.0,-77.88,-81.2,1
2016-08-14_19:13:10.00,780.0,-77.13,-81.27,1
2016-08-14_19:13:10.00,782.0,-79.75,-79.3,2
2016-08-14_19:13:10.00,784.0,-80.66,-79.18,2
2016-08-14_19:13:10.00,786.0,-82.04,-83.6,2
2016-08-14_19:13:10.00,788.0,-77.45,-80.93,1
2016-08-14_19:13:10.00,790.0,-79.22,-83.14,1
2016-08-14_19:13:10.00,792.0,-77.18,-79.46,2
2016-08-14_19:13:10.00,794.0,-78.73,-81.79,1
2016-08-14_19:13:10.00,796.0,-77.98,-80.69,2
2016-08-14_19:13:10.00,798.0,-82.97,-82.71,2
2016-08-14_19:13:10.00,800.0,-81.33,-85.03,1
2016-08-14_19:13:10.00,802.0,-84.88,-85.32,2
2016-08-14_19:13:10.00,804.0,-85.0,-82.92,2
2016-08-14_19:13:10.00,806.0,-80.22,-85.3,1
2016-08-14_19:13:10.00,808.0,-82.99,-83.02,2
2016-08-14_19:13:10.00,810.0,-83.94,-80.64,3
2016-08-14_19:13:20.00,778.0,-73.06,-81.31,1
2016-08-14_19:13:20.00,780.0,-82.7,-76.1,3
2016-08-14_19:13:20.00,782.0,-73.61,-79.14,1
2016-08-14_19:13:20.00,784.0,-76.61,-82.47,1
2016-08-14_19:13:20.00,786.0,-79.3,-83.01,1
2016-08-14_19:13:20.00,788.0,-76.63,-86.88,1
2016-08-14_19:13:20.00,790.0,-78.13,-80.39,2
2016-08-14_19:13:20.00,792.0,-83.68,-84.14,2
2016-08-14_19:13:20.00,794.0,-79.13,-83.26,1
2016-08-14_19:13:20.00,796.0,-79.96,-83.11,1
2016-08-14_19:13:20.00,798.0,-78.68,-83.5,1
2016-08-14_19:13:20.00,800.0,-82.1,-82.87,2
2016-08-14_19:13:20.00,802.0,-81.89,-83.99,2
2016-08-14_19:13:20.00,804.0,-77.42,-82.48,1
2016-08-14_19:13:20.00,806.0,-79.13,-82.19,1
2016-08-14_19:13:20.00,808.0,-77.44,-82.63,1
2016-08-14_19:13:20.00,810.0,-87.23,-78.59,3
2016-08-14_19:13:20.00,812.0,-81.24,-80.99,2
2016-08-14_19:13:20.00,814.0,-80.18,-75.62,3
2016-08-14_19:13:20.00,816.0,-79.43,-79.35,2
2016-08-14_19:13:20.00,818.0,-83.24,-80.19,3
2016-08-14_19:13:20.00,820.0,-80.14,-84.24,1
2016-08-14_19:13:20.00,822.0,-82.14,-82.81,2
2016-08-14_19:13:30.00,792.0,-81.02,-82.0,2
2016-08-14_19:13:30.00,794.0,-80.87,-80.72,2
2016-08-14_19:13:30.00,796.0,-83.13,-83.58,2
2016-08-14_19:13:30.00,798.0,-79.18,-85.24,1
2016-08-14_19:13:30.00,800.0,-80.52,-81.41,2
2016-08-14_19:13:30.00,802.0,-79.37,-80.92,2
2016-08-14_19:13:30.00,804.0,-82.77,-81.58,2
2016-08-14_19:13:30.00,806.0,-81.26,-84.0,2
2016-08-14_19:13:30.00,808.0,-85.79,-83.49,2
2016-08-14_19:13:30.00,810.0,-82.13,-81.75,2
2016-08-14_19:13:30.00,812.0,-78.71,-81.6,2
2016-08-14_19:13:30.00,814.0,-83.4,-79.63,3
2016-08-14_19:13:30.00,816.0,-83.07,-73.94,3
2016-08-14_19:13:30.00,818.0,-83.01,-80.46,2
2016-08-14_19:13:30.00,820.0,-82.63,-83.37,2
2016-08-14_19:13:30.00,822.0,-77.88,-84.04,1
2016-08-14_19:13:30.00,824.0,-82.26,-82.09,2
2016-08-14_19:13:30.00,826.0,-81.1,-79.55,2
2016-08-14_19:13:30.00,828.0,-81.38,-77.94,3
2016-08-14_19:13:30.00,830.0,-79.89,-83.31,1
2016-08-14_19:13:30.00,832.0,-83.64,-79.77,3
2016-08-14_19:13:30.00,834.0,-80.6,-78.24,2
2016-08-14_19:13:40.00,800.0,-84.4,-79.87,3
2016-08-14_19:13:40.00,802.0,-78.79,-86.52,1
2016-08-14_19:13:40.00,804.0,-79.87,-83.11,1
2016-08-14_19:13:40.00,806.0,-82.73,-82.04,2
2016-08-14_19:13:40.00,808.0,-79.22,-84.93,1
2016-08-14_19:13:40.00,810.0,-80.37,-79.55,2
2016-08-14_19:13:40.00,812.0,-79.75,-80.08,2
2016-08-14_19:13:40.00,814.0,-81.32,-79.22,2
2016-08-14_19:13:40.00,816.0,-84.12,-82.51,2
2016-08-14_19:13:40.00,818.0,-75.04,-84.38,1
2016-08-14_19:13:40.00,820.0,-79.35,-74.61,3
2016-08-14_19:13:40.00,822.0,-84.07,-83.34,2
2016-08-14_19:13:40.00,824.0,-81.77,-80.65,2
2016-08-14_19:13:40.00,826.0,-84.62,-78.27,3
2016-08-14_19:13:40.00,828.0,-80.64,-78.47,2
2016-08-14_19:13:40.00,830.0,-85.94,-78.56,3
2016-08-14_19:13:40.00,832.0,-77.76,-80.51,2
2016-08-14_19:13:40.00,834.0,-82.36,-82.19,2
2016-08-14_19:13:40.00,836.0,-80.01,-80.38,2
2016-08-14_19:13:40.00,838.0,-81.33,-80.84,2
2016-08-14_19:13:40.00,840.0,-81.74,-82.56,2
2016-08-14_19:13:40.00,842.0,-76.46,-81.21,1
2016-08-14_19:13:50.00,808.0,-84.48,-84.92,2
2016-08-14_19:13:50.00,810.0,-83.21,-83.95,2
2016-08-14_19:13:50.00,812.0,-80.32,-81.64,2
2016-08-14_19:13:50.00,814.0,-79.69,-78.28,2
2016-08-14_19:13:50.00,816.0,-77.72,-82.84,1
2016-08-14_19:13:50.00,818.0,-79.38,-78.71,2
2016-08-14_19:13:50.00,820.0,-76.45,-80.01,1
2016-08-14_19:13:50.00,822.0,-76.66,-82.2,1
2016-08-14_19:13:50.00,824.0,-79.2,-83.34,1
2016-08-14_19:13:50.00,826.0,-77.16,-82.59,1
2016-08-14_19:13:50.00,828.0,-79.99,-80.26,2
2016-08-14_19:13:50.00,830.0,-79.24,-81.05,2
2016-08-14_19:13:50.00,832.0,-80.54,-83.68,1
2016-08-14_19:13:50.00,834.0,-82.07,-79.35,2
2016-08-14_19:13:50.00,836.0,-80.42,-83.06,2
2016-08-14_19:13:50.00,838.0,-80.86,-81.14,2
2016-08-14_19:13:50.00,840.0,-80.94,-78.76,2
2016-08-14_19:13:50.00,842.0,-81.08,-80.51,2
2016-08-14_19:13:50.00,844.0,-80.17,-81.53,2
2016-08-14_19:13:50.00,846.0,-76.16,-80.7,1
2016-08-14_19:13:50.00,848.0,-78.84,-80.59,2
2016-08-14_19:13:50.00,850.0,-77.35,-79.24,2
2016-08-14_19:13:50.00,852.0,-81.33,-79.52,2
2016-08-14_19:13:50.00,854.0,-78.21,-85.33,1
2016-08-14_19:14:00.00,820.0,-75.82,-77.84,2
2016-08-14_19:14:00.00,822.0,-84.16,-80.12,3
