DateTime,depth_m,18kHz_Sv,38kHz_Sv,code
2016-07-07_19:50:10.00,420.0,-71.52,-74.97,1
2016-07-07_19:50:10.00,422.0,-68.78,-81.74,1
2016-07-07_19:50:10.00,424.0,-70.49,-75.85,1
2016-07-07_19:50:10.00,426.0,-75.05,-73.59,2
2016-07-07_19:50:10.00,428.0,-68.9,-73.21,1
2016-07-07_19:50:10.00,430.0,-69.85,-78.79,1
2016-07-07_19:50:10.00,432.0,-70.67,-77.14,1
2016-07-07_19:50:10.00,434.0,-74.46,-74.93,2
2016-07-07_19:50:10.00,436.0,-73.19,-73.9,2
2016-07-07_19:50:10.00,438.0,-73.54,-70.57,2
2016-07-07_19:50:10.00,440.0,-73.11,-70.22,2
2016-07-07_19:50:10.00,442.0,-69.28,-67.65,2
2016-07-07_19:50:10.00,444.0,-71.19,-71.6,2
2016-07-07_19:50:10.00,446.0,-70.2,-68.08,2
2016-07-07_19:50:10.00,448.0,-77.12,-67.39,3
2016-07-07_19:50:10.00,450.0,-69.29,-69.04,2
2016-07-07_19:50:10.00,452.0,-72.33,-68.17,3
2016-07-07_19:50:20.00,412.0,-68.5,-75.86,1
2016-07-07_19:50:20.00,414.0,-69.06,-78.62,1
2016-07-07_19:50:20.00,416.0,-70.47,-75.79,1
2016-07-07_19:50:20.00,418.0,-67.24,-78.54,1
2016-07-07_19:50:20.00,420.0,-70.05,-74.0,1
2016-07-07_19:50:20.00,422.0,-75.49,-76.94,2
2016-07-07_19:50:20.00,424.0,-72.07,-76.63,1
2016-07-07_19:50:20.00,426.0,-74.49,-74.15,2
2016-07-07_19:50:20.00,428.0,-67.82,-70.35,2
2016-07-07_19:50:20.00,430.0,-71.49,-75.7,1
2016-07-07_19:50:20.00,432.0,-68.77,-71.43,2
2016-07-07_19:50:20.00,434.0,-69.6,-72.84,1
2016-07-07_19:50:20.00,436.0,-74.05,-69.96,3
2016-07-07_19:50:20.00,438.0,-69.06,-67.98,2
2016-07-07_19:50:20.00,440.0,-69.98,-71.07,2
2016-07-07_19:50:20.00,442.0,-69.77,-72.03,2
2016-07-07_19:50:20.00,444.0,-73.38,-67.18,3
2016-07-07_19:50:20.00,446.0,-76.18,-67.66,3
2016-07-07_19:50:20.00,448.0,-75.18,-70.19,3
2016-07-07_19:50:20.00,450.0,-68.12,-69.1,2
2016-07-07_19:50:30.00,402.0,-65.92,-78.56,1
2016-07-07_19:50:30.00,404.0,-71.05,-75.79,1
2016-07-07_19:50:30.00,406.0,-67.6,-76.25,1
2016-07-07_19:50:30.00,408.0,-70.73,-76.14,1
2016-07-07_19:50:30.00,410.0,-69.04,-78.36,1
2016-07-07_19:50:30.00,412.0,-69.62,-75.45,1
2016-07-07_19:50:30.00,414.0,-71.85,-78.63,1
2016-07-07_19:50:30.00,416.0,-74.53,-77.44,2
2016-07-07_19:50:30.00,418.0,-69.57,-75.89,1
2016-07-07_19:50:30.00,420.0,-70.35,-77.51,1
2016-07-07_19:50:30.00,422.0,-71.18,-77.27,1
2016-07-07_19:50:30.00,424.0,-75.33,-76.84,2
2016-07-07_19:50:30.00,426.0,-71.3,-75.24,1
2016-07-07_19:50:30.00,428.0,-68.03,-73.81,1
2016-07-07_19:50:30.00,430.0,-70.32,-71.46,2
2016-07-07_19:50:30.00,432.0,-75.66,-73.56,2
2016-07-07_19:50:30.00,434.0,-71.21,-73.21,2
2016-07-07_19:50:30.00,436.0,-72.83,-71.33,2
2016-07-07_19:50:30.00,438.0,-68.75,-68.5,2
2016-07-07_19:50:30.00,440.0,-70.1,-72.8,2
2016-07-07_19:50:40.00,394.0,-71.37,-78.66,1
2016-07-07_19:50:40.00,396.0,-69.38,-80.7,1
2016-07-07_19:50:40.00,398.0,-71.86,-74.86,2
2016-07-07_19:50:40.00,400.0,-71.45,-76.54,1
2016-07-07_19:50:40.00,402.0,-71.21,-75.03,1
2016-07-07_19:50:40.00,404.0,-71.88,-77.15,1
2016-07-07_19:50:40.00,406.0,-68.49,-78.98,1
2016-07-07_19:50:40.00,408.0,-71.67,-77.25,1
2016-07-07_19:50:40.00,410.0,-68.67,-81.66,1
2016-07-07_19:50:40.00,412.0,-71.8,-80.3,1
2016-07-07_19:50:40.00,414.0,-73.24,-71.77,2
2016-07-07_19:50:40.00,416.0,-74.38,-72.69,2
2016-07-07_19:50:40.00,418.0,-72.33,-74.68,2
2016-07-07_19:50:40.00,420.0,-75.08,-76.97,2
2016-07-07_19:50:40.00,422.0,-74.62,-77.88,1
2016-07-07_19:50:40.00,424.0,-73.2,-75.67,2
2016-07-07_19:50:40.00,426.0,-71.37,-73.16,2
2016-07-07_19:50:40.00,428.0,-73.22,-74.84,2
2016-07-07_19:50:40.00,430.0,-68.54,-68.75,2
2016-07-07_19:50:40.00,432.0,-74.43,-74.4,2
2016-07-07_19:50:50.00,388.0,-65.23,-77.43,1
2016-07-07_19:50:50.00,390.0,-71.52,-77.42,1
2016-07-07_19:50:50.00,392.0,-66.77,-82.48,1
2016-07-07_19:50:50.00,394.0,-72.08,-78.47,1
2016-07-07_19:50:50.00,396.0,-67.77,-78.87,1
2016-07-07_19:50:50.00,398.0,-68.58,-80.72,1
2016-07-07_19:50:50.00,400.0,-69.07,-76.35,1
2016-07-07_19:50:50.00,402.0,-66.71,-82.74,1
2016-07-07_19:50:50.00,404.0,-71.96,-77.79,1
2016-07-07_19:50:50.00,406.0,-68.15,-75.65,1
2016-07-07_19:50:50.00,408.0,-68.44,-80.15,1
2016-07-07_19:50:50.00,410.0,-72.74,-80.81,1
2016-07-07_19:50:50.00,412.0,-68.18,-76.14,1
2016-07-07_19:50:50.00,414.0,-72.55,-78.68,1
2016-07-07_19:50:50.00,416.0,-72.61,-73.89,2
2016-07-07_19:50:50.00,418.0,-69.58,-75.58,1
2016-07-07_19:50:50.00,420.0,-68.45,-79.76,1
2016-07-07_19:50:50.00,422.0,-70.35,-72.91,2
2016-07-07_19:50:50.00,424.0,-74.13,-77.59,1
2016-07-07_19:50:50.00,426.0,-67.38,-73.68,1
2016-07-07_19:50:50.00,428.0,-70.08,-72.64,2
2016-07-07_19:51:00.00,384.0,-73.53,-75.37,2
2016-07-07_19:51:00.00,386.0,-69.84,-77.23,1
2016-07-07_19:51:00.00,388.0,-69.74,-78.65,1
2016-07-07_19:51:00.00,390.0,-69.23,-77.64,1
2016-07-07_19:51:00.00,392.0,-69.87,-76.24,1
2016-07-07_19:51:00.00,394.0,-73.2,-73.26,2
2016-07-07_19:51:00.00,396.0,-71.78,-77.7,1
2016-07-07_19:51:00.00,398.0,-72.13,-83.64,1
2016-07-07_19:51:00.00,400.0,-68.45,-76.82,1
2016-07-07_19:51:00.00,402.0,-67.65,-77.66,1
2016-07-07_19:51:00.00,404.0,-68.84,-79.98,1
2016-07-07_19:51:00.00,406.0,-67.71,-84.34,1
2016-07-07_19:51:00.00,408.0,-68.8,-76.0,1
2016-07-07_19:51:00.00,410.0,-70.32,-80.23,1
2016-07-07_19:51:00.00,412.0,-71.82,-81.4,1
2016-07-07_19:51:00.00,414.0,-70.22,-75.4,1
2016-07-07_19:51:00.00,416.0,-70.9,-76.78,1
2016-07-07_19:51:00.00,418.0,-75.6,-74.92,2
2016-07-07_19:51:00.00,420.0,-71.43,-74.58,1
2016-07-07_19:51:00.00,422.0,-75.17,-79.97,1
2016-07-07_19:51:10.00,372.0,-75.73,-75.03,2
2016-07-07_19:51:10.00,374.0,-75.48,-79.65,1
2016-07-07_19:51:10.00,376.0,-75.26,-79.0,1
2016-07-07_19:51:10.00,378.0,-72.94,-78.92,1
2016-07-07_19:51:10.00,380.0,-70.44,-76.04,1
2016-07-07_19:51:10.00,382.0,-71.01,-76.24,1
2016-07-07_19:51:10.00,384.0,-69.49,-73.8,1
2016-07-07_19:51:10.00,386.0,-72.13,-72.71,2
2016-07-07_19:51:10.00,388.0,-68.34,-75.57,1
2016-07-07_19:51:10.00,390.0,-67.38,-75.52,1
2016-07-07_19:51:10.00,392.0,-68.79,-80.58,1
2016-07-07_19:51:10.00,394.0,-69.27,-76.96,1
2016-07-07_19:51:10.00,396.0,-70.62,-77.05,1
2016-07-07_19:51:10.00,398.0,-67.45,-77.14,1
2016-07-07_19:51:10.00,400.0,-68.52,-77.33,1
2016-07-07_19:51:10.00,402.0,-70.8,-74.5,1
2016-07-07_19:51:10.00,404.0,-68.77,-76.77,1
2016-07-07_19:51:10.00,406.0,-67.75,-75.24,1
2016-07-07_19:51:10.00,408.0,-68.79,-78.1,1
2016-07-07_19:51:10.00,410.0,-69.09,-77.17,1
2016-07-07_19:51:20.00,364.0,-77.71,-75.85,2
2016-07-07_19:51:20.00,366.0,-82.03,-73.91,3
2016-07-07_19:51:20.00,368.0,-74.66,-77.62,2
2016-07-07_19:51:20.00,370.0,-78.16,-76.81,2
2016-07-07_19:51:20.00,372.0,-76.41,-78.95,2
2016-07-07_19:51:20.00,374.0,-75.95,-77.33,2
2016-07-07_19:51:20.00,376.0,-74.72,-75.31,2
2016-07-07_19:51:20.00,378.0,-76.16,-73.29,2
2016-07-07_19:51:20.00,380.0,-68.58,-75.3,1
2016-07-07_19:51:20.00,382.0,-69.87,-80.3,1
2016-07-07_19:51:20.00,384.0,-70.62,-79.64,1
2016-07-07_19:51:20.00,386.0,-68.61,-75.31,1
2016-07-07_19:51:20.00,388.0,-72.12,-79.67,1
2016-07-07_19:51:20.00,390.0,-70.89,-77.94,1
2016-07-07_19:51:20.00,392.0,-69.87,-78.91,1
2016-07-07_19:51:20.00,394.0,-72.21,-79.27,1
2016-07-07_19:51:20.00,396.0,-66.08,-77.37,1
2016-07-07_19:51:20.00,398.0,-67.6,-81.48,1
2016-07-07_19:51:20.00,400.0,-65.48,-76.5,1
2016-07-07_19:51:20.00,402.0,-68.99,-74.27,1
2016-07-07_19:51:20.00,404.0,-68.75,-78.79,1
2016-07-07_19:51:30.00,366.0,-80.62,-74.23,3
2016-07-07_19:51:30.00,368.0,-78.49,-77.65,2
2016-07-07_19:51:30.00,370.0,-78.86,-75.95,2
2016-07-07_19:51:30.00,372.0,-73.74,-75.41,2
2016-07-07_19:51:30.00,374.0,-76.6,-76.61,2
2016-07-07_19:51:30.00,376.0,-73.99,-77.61,1
2016-07-07_19:51:30.00,378.0,-70.68,-80.64,1
2016-07-07_19:51:30.00,380.0,-66.91,-78.67,1
2016-07-07_19:51:30.00,382.0,-75.07,-74.97,2
2016-07-07_19:51:30.00,384.0,-74.29,-72.82,2
2016-07-07_19:51:30.00,386.0,-67.63,-76.77,1
2016-07-07_19:51:30.00,388.0,-68.0,-72.11,1
2016-07-07_19:51:30.00,390.0,-71.1,-78.29,1
2016-07-07_19:51:30.00,392.0,-66.32,-78.7,1
2016-07-07_19:51:30.00,394.0,-69.18,-81.05,1
2016-07-07_19:51:30.00,396.0,-76.95,-79.51,2
2016-07-07_19:51:30.00,398.0,-71.45,-80.68,1
2016-07-07_19:51:30.00,400.0,-69.71,-78.53,1
2016-07-07_19:51:30.00,402.0,-65.38,-72.03,1
2016-07-07_19:51:30.00,404.0,-65.61,-76.08,1
2016-07-07_19:51:40.00,368.0,-81.55,-74.77,3
2016-07-07_19:51:40.00,370.0,-78.87,-75.26,3
2016-07-07_19:51:40.00,372.0,-80.63,-71.95,3
2016-07-07_19:51:40.00,374.0,-79.41,-76.54,2
2016-07-07_19:51:40.00,376.0,-81.04,-75.18,3
2016-07-07_19:51:40.00,378.0,-74.83,-79.79,1
2016-07-07_19:51:40.00,380.0,-69.44,-75.92,1
2016-07-07_19:51:40.00,382.0,-74.34,-77.9,1
2016-07-07_19:51:40.00,384.0,-71.77,-77.16,1
2016-07-07_19:51:40.00,386.0,-70.0,-81.3,1
2016-07-07_19:51:40.00,388.0,-69.65,-75.05,1
2016-07-07_19:51:40.00,390.0,-71.92,-76.42,1
2016-07-07_19:51:40.00,392.0,-68.98,-77.83,1
2016-07-07_19:51:40.00,394.0,-66.1,-87.5,1
2016-07-07_19:51:40.00,396.0,-70.89,-78.9,1
2016-07-07_19:51:40.00,398.0,-69.53,-74.67,1
2016-07-07_19:51:40.00,400.0,-69.88,-75.03,1
2016-07-07_19:51:40.00,402.0,-67.75,-78.39,1
2016-07-07_19:51:40.00,404.0,-67.81,-79.36,1
2016-07-07_19:51:40.00,406.0,-69.36,-76.8,1
2016-07-07_19:51:50.00,376.0,-74.22,-78.66,1
2016-07-07_19:51:50.00,378.0,-78.78,-77.86,2
2016-07-07_19:51:50.00,380.0,-73.15,-79.04,1
2016-07-07_19:51:50.00,382.0,-76.55,-77.51,2
2016-07-07_19:51:50.00,384.0,-73.58,-76.37,2
2016-07-07_19:51:50.00,386.0,-70.3,-75.28,1
2016-07-07_19:51:50.00,388.0,-69.31,-79.77,1
2016-07-07_19:51:50.00,390.0,-72.81,-74.8,2
2016-07-07_19:51:50.00,392.0,-67.27,-77.04,1
2016-07-07_19:51:50.00,394.0,-68.31,-79.33,1
2016-07-07_19:51:50.00,396.0,-66.4,-75.63,1
2016-07-07_19:51:50.00,398.0,-68.69,-79.8,1
2016-07-07_19:51:50.00,400.0,-71.29,-75.78,1
2016-07-07_19:51:50.00,402.0,-70.52,-76.53,1
2016-07-07_19:51:50.00,404.0,-65.47,-76.03,1
2016-07-07_19:51:50.00,406.0,-67.84,-75.05,1
2016-07-07_19:51:50.00,408.0,-68.0,-73.66,1
2016-07-07_19:51:50.00,410.0,-68.91,-76.92,1
2016-07-07_19:51:50.00,412.0,-68.78,-77.78,1
2016-07-07_19:51:50.00,414.0,-68.5,-79.74,1
2016-07-07_19:51:50.00,416.0,-69.02,-75.22,1
2016-07-07_19:51:50.00,418.0,-69.08,-74.97,1
2016-07-07_19:52:00.00,402.0,-68.99,-80.23,1
2016-07-07_19:52:00.00,404.0,-68.72,-77.18,1
2016-07-07_19:52:00.00,406.0,-73.12,-78.54,1
2016-07-07_19:52:00.00,408.0,-69.86,-74.24,1
2016-07-07_19:52:00.00,410.0,-66.66,-72.74,1
2016-07-07_19:52:00.00,412.0,-71.68,-74.64,2
2016-07-07_19:52:00.00,414.0,-68.78,-78.25,1
2016-07-07_19:52:00.00,416.0,-70.42,-75.32,1
2016-07-07_19:52:00.00,418.0,-69.0,-79.31,1
2016-07-07_19:52:00.00,420.0,-71.72,-75.31,1
2016-07-07_19:52:00.00,422.0,-74.94,-74.88,2
2016-07-07_19:52:00.00,424.0,-76.69,-73.47,3
2016-07-07_19:52:00.00,426.0,-72.05,-79.28,1
2016-07-07_19:52:00.00,428.0,-74.22,-76.53,2
2016-07-07_19:52:00.00,430.0,-67.24,-78.71,1
2016-07-07_19:52:00.00,432.0,-68.81,-74.9,1
2016-07-07_19:52:00.00,434.0,-70.59,-73.63,1
2016-07-07_19:52:00.00,436.0,-73.37,-75.22,2
2016-07-07_19:52:00.00,438.0,-73.04,-75.1,2
2016-07-07_19:52:00.00,440.0,-73.03,-72.93,2
2016-07-07_19:52:00.00,442.0,-75.47,-71.49,3
2016-07-07_19:52:00.00,444.0,-68.86,-74.13,1
2016-07-07_19:52:10.00,442.0,-71.68,-73.54,2
2016-07-07_19:52:10.00,444.0,-72.37,-71.09,2
2016-07-07_19:52:10.00,446.0,-72.54,-64.03,3
2016-07-07_19:52:10.00,448.0,-72.94,-70.92,2
2016-07-07_19:52:10.00,450.0,-69.82,-66.93,2
2016-07-07_19:52:10.00,452.0,-74.24,-67.13,3
2016-07-07_19:52:10.00,454.0,-74.25,-66.6,3
2016-07-07_19:52:10.00,456.0,-72.79,-67.12,3
2016-07-07_19:52:10.00,458.0,-74.12,-67.86,3
2016-07-07_19:52:10.00,460.0,-73.7,-64.85,3
2016-07-07_19:52:10.00,462.0,-76.54,-66.74,3
2016-07-07_19:52:10.00,464.0,-71.37,-58.99,3
2016-07-07_19:52:10.00,466.0,-70.12,-62.03,3
2016-07-07_19:52:10.00,468.0,-71.85,-64.71,3
2016-07-07_19:52:10.00,470.0,-71.47,-64.11,3
2016-07-07_19:52:10.00,472.0,-73.61,-66.85,3
2016-07-07_19:52:10.00,474.0,-77.61,-69.1,3
2016-07-07_19:52:10.00,476.0,-75.79,-69.99,3
2016-07-07_19:52:10.00,478.0,-68.53,-63.0,3
2016-07-07_19:52:10.00,480.0,-72.14,-67.34,3
