DateTime,depth_m,18kHz_Sv,38kHz_Sv,code
2016-07-07_20:21:10.00,682.0,-71.8,-82.51,1
2016-07-07_20:21:10.00,684.0,-79.09,-78.97,2
2016-07-07_20:21:10.00,686.0,-71.97,-79.8,1
2016-07-07_20:21:10.00,688.0,-79.13,-79.04,2
2016-07-07_20:21:10.00,690.0,-75.32,-81.05,1
2016-07-07_20:21:10.00,692.0,-73.35,-83.51,1
2016-07-07_20:21:10.00,694.0,-72.91,-81.35,1
2016-07-07_20:21:10.00,696.0,-81.12,-82.88,2
2016-07-07_20:21:10.00,698.0,-80.97,-80.34,2
2016-07-07_20:21:10.00,700.0,-78.3,-83.04,1
2016-07-07_20:21:10.00,702.0,-78.59,-79.77,2
2016-07-07_20:21:10.00,704.0,-76.67,-80.4,1
2016-07-07_20:21:10.00,706.0,-79.93,-78.72,2
2016-07-07_20:21:10.00,708.0,-78.03,-82.3,1
2016-07-07_20:21:10.00,710.0,-76.64,-80.22,1
2016-07-07_20:21:10.00,712.0,-76.27,-79.76,1
2016-07-07_20:21:10.00,714.0,-74.35,-79.42,1
2016-07-07_20:21:10.00,716.0,-78.78,-82.2,1
2016-07-07_20:21:10.00,718.0,-78.39,-80.69,2
2016-07-07_20:21:10.00,720.0,-76.52,-81.87,1
2016-07-07_20:21:10.00,722.0,-79.91,-78.58,2
2016-07-07_20:21:10.00,724.0,-77.2,-80.53,1
2016-07-07_20:21:10.00,726.0,-77.55,-81.45,1
2016-07-07_20:21:10.00,728.0,-75.88,-86.16,1
2016-07-07_20:21:20.00,684.0,-79.73,-79.99,2
2016-07-07_20:21:20.00,686.0,-78.73,-81.05,2
2016-07-07_20:21:20.00,688.0,-75.49,-81.35,1
2016-07-07_20:21:20.00,690.0,-80.22,-81.96,2
2016-07-07_20:21:20.00,692.0,-73.91,-81.29,1
2016-07-07_20:21:20.00,694.0,-75.22,-77.68,2
2016-07-07_20:21:20.00,696.0,-79.22,-86.93,1
2016-07-07_20:21:20.00,698.0,-74.29,-81.94,1
2016-07-07_20:21:20.00,700.0,-77.85,-82.56,1
2016-07-07_20:21:20.00,702.0,-74.27,-83.27,1
2016-07-07_20:21:20.00,704.0,-85.93,-85.06,2
2016-07-07_20:21:20.00,706.0,-76.45,-82.74,1
2016-07-07_20:21:20.00,708.0,-78.17,-82.89,1
2016-07-07_20:21:20.00,710.0,-79.82,-86.36,1
2016-07-07_20:21:20.00,712.0,-72.54,-88.74,1
2016-07-07_20:21:20.00,714.0,-80.58,-81.15,2
2016-07-07_20:21:20.00,716.0,-77.24,-79.53,2
2016-07-07_20:21:20.00,718.0,-76.41,-84.76,1
2016-07-07_20:21:20.00,720.0,-76.33,-80.47,1
2016-07-07_20:21:20.00,722.0,-80.22,-78.07,2
2016-07-07_20:21:20.00,724.0,-74.03,-79.34,1
2016-07-07_20:21:20.00,726.0,-76.52,-79.6,1
2016-07-07_20:21:20.00,728.0,-78.47,-81.5,1
2016-07-07_20:21:20.00,730.0,-82.09,-81.32,2
2016-07-07_20:21:20.00,732.0,-79.26,-80.11,2
2016-07-07_20:21:20.00,734.0,-73.06,-77.74,1
2016-07-07_20:21:30.00,686.0,-78.59,-81.48,2
2016-07-07_20:21:30.00,688.0,-73.53,-79.13,1
2016-07-07_20:21:30.00,690.0,-75.36,-82.1,1
2016-07-07_20:21:30.00,692.0,-74.11,-82.07,1
2016-07-07_20:21:30.00,694.0,-73.54,-81.15,1
2016-07-07_20:21:30.00,696.0,-82.02,-83.62,2
2016-07-07_20:21:30.00,698.0,-81.5,-84.3,2
2016-07-07_20:21:30.00,700.0,-77.59,-81.07,1
2016-07-07_20:21:30.00,702.0,-78.29,-85.63,1
2016-07-07_20:21:30.00,704.0,-78.94,-81.2,2
2016-07-07_20:21:30.00,706.0,-79.25,-82.88,1
2016-07-07_20:21:30.00,708.0,-80.15,-83.72,1
2016-07-07_20:21:30.00,710.0,-78.36,-78.68,2
2016-07-07_20:21:30.00,712.0,-76.8,-82.43,1
2016-07-07_20:21:30.00,714.0,-72.0,-81.34,1
2016-07-07_20:21:30.00,716.0,-75.4,-84.14,1
2016-07-07_20:21:30.00,718.0,-74.08,-80.08,1
2016-07-07_20:21:30.00,720.0,-76.95,-81.85,1
2016-07-07_20:21:30.00,722.0,-77.87,-79.03,2
2016-07-07_20:21:30.00,724.0,-75.48,-78.32,2
2016-07-07_20:21:30.00,726.0,-78.22,-82.2,1
2016-07-07_20:21:30.00,728.0,-79.6,-84.33,1
2016-07-07_20:21:30.00,730.0,-80.69,-83.24,2
2016-07-07_20:21:30.00,732.0,-82.2,-83.19,2
2016-07-07_20:21:30.00,734.0,-75.15,-81.81,1
2016-07-07_20:21:30.00,736.0,-79.09,-81.11,2
2016-07-07_20:21:40.00,684.0,-75.25,-82.51,1
2016-07-07_20:21:40.00,686.0,-74.41,-85.6,1
2016-07-07_20:21:40.00,688.0,-72.44,-83.47,1
2016-07-07_20:21:40.00,690.0,-78.71,-80.82,2
2016-07-07_20:21:40.00,692.0,-73.99,-83.1,1
2016-07-07_20:21:40.00,694.0,-77.75,-80.97,1
2016-07-07_20:21:40.00,696.0,-73.73,-82.33,1
2016-07-07_20:21:40.00,698.0,-72.94,-79.95,1
2016-07-07_20:21:40.00,700.0,-75.52,-78.83,1
2016-07-07_20:21:40.00,702.0,-79.58,-80.36,2
2016-07-07_20:21:40.00,704.0,-78.35,-84.94,1
2016-07-07_20:21:40.00,706.0,-78.65,-89.09,1
2016-07-07_20:21:40.00,708.0,-78.21,-80.01,2
2016-07-07_20:21:40.00,710.0,-79.62,-81.23,2
2016-07-07_20:21:40.00,712.0,-76.3,-77.78,2
2016-07-07_20:21:40.00,714.0,-75.9,-78.47,2
2016-07-07_20:21:40.00,716.0,-76.0,-81.49,1
2016-07-07_20:21:40.00,718.0,-82.12,-80.43,2
2016-07-07_20:21:40.00,720.0,-74.72,-77.25,2
2016-07-07_20:21:40.00,722.0,-77.71,-78.5,2
2016-07-07_20:21:40.00,724.0,-76.56,-77.37,2
2016-07-07_20:21:40.00,726.0,-72.15,-82.7,1
2016-07-07_20:21:40.00,728.0,-80.81,-79.55,2
2016-07-07_20:21:40.00,730.0,-80.73,-83.08,2
2016-07-07_20:21:40.00,732.0,-76.01,-84.05,1
2016-07-07_20:21:40.00,734.0,-79.72,-86.35,1
2016-07-07_20:21:40.00,736.0,-80.06,-84.52,1
2016-07-07_20:21:50.00,678.0,-72.33,-78.56,1
2016-07-07_20:21:50.00,680.0,-71.78,-79.17,1
2016-07-07_20:21:50.00,682.0,-74.61,-79.09,1
2016-07-07_20:21:50.00,684.0,-76.26,-81.18,1
2016-07-07_20:21:50.00,686.0,-73.95,-79.33,1
2016-07-07_20:21:50.00,688.0,-73.4,-82.36,1
2016-07-07_20:21:50.00,690.0,-75.38,-80.64,1
2016-07-07_20:21:50.00,692.0,-73.98,-77.65,1
2016-07-07_20:21:50.00,694.0,-71.44,-79.47,1
2016-07-07_20:21:50.00,696.0,-77.43,-82.14,1
2016-07-07_20:21:50.00,698.0,-76.08,-81.58,1
2016-07-07_20:21:50.00,700.0,-78.25,-77.0,2
2016-07-07_20:21:50.00,702.0,-76.39,-79.76,1
2016-07-07_20:21:50.00,704.0,-76.22,-82.05,1
2016-07-07_20:21:50.00,706.0,-77.73,-81.49,1
2016-07-07_20:21:50.00,708.0,-79.58,-80.87,2
2016-07-07_20:21:50.00,710.0,-77.68,-78.64,2
2016-07-07_20:21:50.00,712.0,-80.9,-81.89,2
2016-07-07_20:21:50.00,714.0,-81.17,-80.26,2
2016-07-07_20:21:50.00,716.0,-77.55,-82.94,1
2016-07-07_20:21:50.00,718.0,-78.93,-80.45,2
2016-07-07_20:21:50.00,720.0,-76.33,-81.55,1
2016-07-07_20:21:50.00,722.0,-78.44,-80.64,2
2016-07-07_20:21:50.00,724.0,-75.57,-78.02,2
2016-07-07_20:21:50.00,726.0,-78.27,-83.05,1
2016-07-07_20:21:50.00,728.0,-75.8,-81.93,1
2016-07-07_20:21:50.00,730.0,-78.25,-82.13,1
2016-07-07_20:21:50.00,732.0,-79.35,-81.84,2
2016-07-07_20:22:00.00,668.0,-74.89,-75.5,2
2016-07-07_20:22:00.00,670.0,-74.36,-83.7,1
2016-07-07_20:22:00.00,672.0,-77.66,-75.21,2
2016-07-07_20:22:00.00,674.0,-75.35,-78.43,1
2016-07-07_20:22:00.00,676.0,-73.11,-79.31,1
2016-07-07_20:22:00.00,678.0,-76.72,-81.09,1
2016-07-07_20:22:00.00,680.0,-75.12,-75.68,2
2016-07-07_20:22:00.00,682.0,-75.66,-80.28,1
2016-07-07_20:22:00.00,684.0,-73.37,-83.55,1
2016-07-07_20:22:00.00,686.0,-73.58,-82.18,1
2016-07-07_20:22:00.00,688.0,-72.09,-80.9,1
2016-07-07_20:22:00.00,690.0,-76.18,-80.53,1
2016-07-07_20:22:00.00,692.0,-75.06,-85.54,1
2016-07-07_20:22:00.00,694.0,-73.66,-77.15,1
2016-07-07_20:22:00.00,696.0,-73.95,-80.59,1
2016-07-07_20:22:00.00,698.0,-80.91,-81.28,2
2016-07-07_20:22:00.00,700.0,-80.97,-80.3,2
2016-07-07_20:22:00.00,702.0,-79.42,-81.23,2
2016-07-07_20:22:00.00,704.0,-79.22,-81.49,2
2016-07-07_20:22:00.00,706.0,-75.2,-82.91,1
2016-07-07_20:22:00.00,708.0,-75.88,-82.69,1
2016-07-07_20:22:00.00,710.0,-75.51,-80.57,1
2016-07-07_20:22:00.00,712.0,-78.68,-79.19,2
2016-07-07_20:22:00.00,714.0,-83.42,-79.08,3
2016-07-07_20:22:00.00,716.0,-76.52,-77.46,2
2016-07-07_20:22:00.00,718.0,-78.86,-86.93,1
2016-07-07_20:22:00.00,720.0,-77.29,-81.91,1
2016-07-07_20:22:10.00,656.0,-78.11,-79.72,2
2016-07-07_20:22:10.00,658.0,-76.39,-79.57,1
2016-07-07_20:22:10.00,660.0,-77.61,-83.13,1
2016-07-07_20:22:10.00,662.0,-75.2,-76.41,2
2016-07-07_20:22:10.00,664.0,-77.94,-82.95,1
2016-07-07_20:22:10.00,666.0,-78.79,-75.99,2
2016-07-07_20:22:10.00,668.0,-76.15,-77.72,2
2016-07-07_20:22:10.00,670.0,-72.46,-79.29,1
2016-07-07_20:22:10.00,672.0,-70.1,-76.08,1
2016-07-07_20:22:10.00,674.0,-81.09,-83.97,2
2016-07-07_20:22:10.00,676.0,-77.69,-81.85,1
2016-07-07_20:22:10.00,678.0,-78.86,-87.55,1
2016-07-07_20:22:10.00,680.0,-77.01,-79.94,2
2016-07-07_20:22:10.00,682.0,-75.28,-77.19,2
2016-07-07_20:22:10.00,684.0,-77.03,-78.46,2
2016-07-07_20:22:10.00,686.0,-74.4,-75.97,2
2016-07-07_20:22:10.00,688.0,-74.65,-78.34,1
2016-07-07_20:22:10.00,690.0,-76.94,-80.19,1
2016-07-07_20:22:10.00,692.0,-78.62,-84.07,1
2016-07-07_20:22:10.00,694.0,-79.59,-81.28,2
2016-07-07_20:22:10.00,696.0,-76.04,-80.71,1
2016-07-07_20:22:10.00,698.0,-76.15,-82.41,1
2016-07-07_20:22:10.00,700.0,-78.16,-78.53,2
2016-07-07_20:22:10.00,702.0,-79.6,-82.2,2
2016-07-07_20:22:10.00,704.0,-81.12,-81.0,2
2016-07-07_20:22:10.00,706.0,-73.29,-83.39,1
2016-07-07_20:22:10.00,708.0,-77.61,-84.35,1
2016-07-07_20:22:20.00,654.0,-79.35,-79.78,2
2016-07-07_20:22:20.00,656.0,-76.27,-83.9,1
2016-07-07_20:22:20.00,658.0,-78.52,-74.34,3
2016-07-07_20:22:20.00,660.0,-73.76,-77.67,1
2016-07-07_20:22:20.00,662.0,-75.82,-76.93,2
2016-07-07_20:22:20.00,664.0,-75.77,-79.91,1
2016-07-07_20:22:20.00,666.0,-74.87,-77.63,2
2016-07-07_20:22:20.00,668.0,-79.87,-80.96,2
2016-07-07_20:22:20.00,670.0,-70.23,-80.98,1
2016-07-07_20:22:20.00,672.0,-71.98,-79.66,1
2016-07-07_20:22:20.00,674.0,-71.35,-81.06,1
2016-07-07_20:22:20.00,676.0,-75.54,-81.37,1
2016-07-07_20:22:20.00,678.0,-71.65,-76.67,1
2016-07-07_20:22:20.00,680.0,-72.56,-78.92,1
2016-07-07_20:22:20.00,682.0,-71.68,-81.6,1
2016-07-07_20:22:20.00,684.0,-76.55,-76.97,2
2016-07-07_20:22:20.00,686.0,-73.79,-82.77,1
2016-07-07_20:22:20.00,688.0,-72.62,-81.01,1
2016-07-07_20:22:20.00,690.0,-72.91,-84.48,1
2016-07-07_20:22:20.00,692.0,-74.09,-85.24,1
2016-07-07_20:22:20.00,694.0,-71.05,-79.8,1
2016-07-07_20:22:20.00,696.0,-78.67,-83.89,1
2016-07-07_20:22:20.00,698.0,-76.99,-86.66,1
2016-07-07_20:22:20.00,700.0,-75.0,-81.54,1
2016-07-07_20:22:20.00,702.0,-76.65,-82.82,1
2016-07-07_20:22:20.00,704.0,-74.57,-85.09,1
2016-07-07_20:22:20.00,706.0,-77.53,-78.32,2
2016-07-07_20:22:30.00,656.0,-75.29,-76.14,2
2016-07-07_20:22:30.00,658.0,-75.4,-76.74,2
2016-07-07_20:22:30.00,660.0,-76.14,-81.77,1
2016-07-07_20:22:30.00,662.0,-72.38,-75.48,1
2016-07-07_20:22:30.00,664.0,-74.47,-83.21,1
2016-07-07_20:22:30.00,666.0,-74.84,-81.92,1
2016-07-07_20:22:30.00,668.0,-75.33,-80.8,1
2016-07-07_20:22:30.00,670.0,-73.16,-81.13,1
2016-07-07_20:22:30.00,672.0,-72.3,-77.73,1
2016-07-07_20:22:30.00,674.0,-74.88,-77.48,2
2016-07-07_20:22:30.00,676.0,-73.47,-77.77,1
2016-07-07_20:22:30.00,678.0,-77.5,-80.13,2
2016-07-07_20:22:30.00,680.0,-75.46,-81.56,1
2016-07-07_20:22:30.00,682.0,-73.58,-79.11,1
2016-07-07_20:22:30.00,684.0,-76.03,-80.23,1
2016-07-07_20:22:30.00,686.0,-74.48,-82.41,1
2016-07-07_20:22:30.00,688.0,-76.51,-79.35,2
2016-07-07_20:22:30.00,690.0,-77.52,-80.07,2
2016-07-07_20:22:30.00,692.0,-74.77,-80.53,1
2016-07-07_20:22:30.00,694.0,-74.3,-78.72,1
2016-07-07_20:22:30.00,696.0,-72.75,-81.52,1
2016-07-07_20:22:30.00,698.0,-77.19,-83.6,1
2016-07-07_20:22:30.00,700.0,-80.96,-79.4,2
2016-07-07_20:22:30.00,702.0,-74.23,-81.28,1
2016-07-07_20:22:30.00,704.0,-76.46,-79.78,1
2016-07-07_20:22:30.00,706.0,-74.4,-79.15,1
2016-07-07_20:22:30.00,708.0,-74.49,-81.54,1
2016-07-07_20:22:30.00,710.0,-77.58,-83.32,1
2016-07-07_20:22:40.00,658.0,-79.26,-80.6,2
2016-07-07_20:22:40.00,660.0,-77.96,-77.65,2
2016-07-07_20:22:40.00,662.0,-77.57,-80.67,1
2016-07-07_20:22:40.00,664.0,-74.58,-77.66,1
2016-07-07_20:22:40.00,666.0,-75.29,-76.02,2
2016-07-07_20:22:40.00,668.0,-74.19,-77.21,1
2016-07-07_20:22:40.00,670.0,-77.28,-80.75,1
2016-07-07_20:22:40.00,672.0,-76.91,-80.73,1
2016-07-07_20:22:40.00,674.0,-74.92,-83.29,1
2016-07-07_20:22:40.00,676.0,-74.59,-79.48,1
2016-07-07_20:22:40.00,678.0,-72.37,-75.97,1
2016-07-07_20:22:40.00,680.0,-71.46,-79.11,1
2016-07-07_20:22:40.00,682.0,-74.45,-82.06,1
2016-07-07_20:22:40.00,684.0,-74.22,-77.93,1
2016-07-07_20:22:40.00,686.0,-74.42,-76.86,2
2016-07-07_20:22:40.00,688.0,-72.53,-83.8,1
2016-07-07_20:22:40.00,690.0,-76.92,-82.17,1
2016-07-07_20:22:40.00,692.0,-75.91,-84.63,1
2016-07-07_20:22:40.00,694.0,-78.13,-83.68,1
2016-07-07_20:22:40.00,696.0,-78.39,-82.69,1
2016-07-07_20:22:40.00,698.0,-77.18,-81.63,1
2016-07-07_20:22:40.00,700.0,-80.35,-83.15,2
2016-07-07_20:22:40.00,702.0,-76.46,-79.02,2
2016-07-07_20:22:40.00,704.0,-74.57,-76.52,2
2016-07-07_20:22:40.00,706.0,-76.67,-82.07,1
2016-07-07_20:22:40.00,708.0,-77.38,-81.58,1
2016-07-07_20:22:50.00,654.0,-77.01,-82.92,1
2016-07-07_20:22:50.00,656.0,-77.06,-78.77,2
2016-07-07_20:22:50.00,658.0,-76.53,-76.47,2
2016-07-07_20:22:50.00,660.0,-79.37,-77.21,2
2016-07-07_20:22:50.00,662.0,-77.13,-77.96,2
2016-07-07_20:22:50.00,664.0,-75.63,-81.93,1
2016-07-07_20:22:50.00,666.0,-76.77,-80.15,1
2016-07-07_20:22:50.00,668.0,-76.72,-78.55,2
2016-07-07_20:22:50.00,670.0,-74.22,-81.3,1
2016-07-07_20:22:50.00,672.0,-75.37,-78.27,2
2016-07-07_20:22:50.00,674.0,-75.1,-80.75,1
2016-07-07_20:22:50.00,676.0,-75.47,-80.15,1
2016-07-07_20:22:50.00,678.0,-67.6,-81.61,1
2016-07-07_20:22:50.00,680.0,-71.07,-74.67,1
2016-07-07_20:22:50.00,682.0,-69.84,-74.22,1
2016-07-07_20:22:50.00,684.0,-76.81,-80.89,1
2016-07-07_20:22:50.00,686.0,-73.67,-81.02,1
2016-07-07_20:22:50.00,688.0,-70.72,-78.59,1
2016-07-07_20:22:50.00,690.0,-76.78,-76.69,2
2016-07-07_20:22:50.00,692.0,-75.08,-75.68,2
2016-07-07_20:22:50.00,694.0,-77.19,-82.52,1
2016-07-07_20:22:50.00,696.0,-79.6,-83.79,1
2016-07-07_20:22:50.00,698.0,-78.09,-81.44,1
2016-07-07_20:22:50.00,700.0,-80.07,-84.17,1
2016-07-07_20:22:50.00,702.0,-75.15,-80.46,1
2016-07-07_20:22:50.00,704.0,-75.66,-77.48,2
2016-07-07_20:22:50.00,706.0,-69.65,-80.64,1
2016-07-07_20:22:50.00,708.0,-75.47,-78.13,2
2016-07-07_20:23:00.00,652.0,-76.29,-75.51,2
2016-07-07_20:23:00.00,654.0,-75.72,-76.65,2
2016-07-07_20:23:00.00,656.0,-74.05,-80.33,1
2016-07-07_20:23:00.00,658.0,-75.69,-80.05,1
2016-07-07_20:23:00.00,660.0,-76.55,-76.6,2
2016-07-07_20:23:00.00,662.0,-79.11,-80.37,2
2016-07-07_20:23:00.00,664.0,-75.49,-80.86,1
2016-07-07_20:23:00.00,666.0,-78.41,-77.64,2
2016-07-07_20:23:00.00,668.0,-73.68,-75.8,2
2016-07-07_20:23:00.00,670.0,-70.39,-77.75,1
2016-07-07_20:23:00.00,672.0,-74.32,-77.29,2
2016-07-07_20:23:00.00,674.0,-77.11,-75.2,2
2016-07-07_20:23:00.00,676.0,-77.05,-79.15,2
2016-07-07_20:23:00.00,678.0,-78.89,-81.92,1
2016-07-07_20:23:00.00,680.0,-75.83,-76.38,2
2016-07-07_20:23:00.00,682.0,-75.26,-86.11,1
2016-07-07_20:23:00.00,684.0,-75.61,-78.08,2
2016-07-07_20:23:00.00,686.0,-77.29,-87.17,1
2016-07-07_20:23:00.00,688.0,-76.37,-83.91,1
2016-07-07_20:23:00.00,690.0,-73.58,-79.77,1
2016-07-07_20:23:00.00,692.0,-72.56,-83.29,1
2016-07-07_20:23:00.00,694.0,-75.31,-81.17,1
2016-07-07_20:23:00.00,696.0,-80.09,-78.01,2
2016-07-07_20:23:00.00,698.0,-76.09,-81.97,1
2016-07-07_20:23:00.00,700.0,-76.41,-80.55,1
2016-07-07_20:23:00.00,702.0,-73.8,-84.34,1
2016-07-07_20:23:10.00,652.0,-76.29,-78.8,2
2016-07-07_20:23:10.00,654.0,-79.98,-77.4,2
2016-07-07_20:23:10.00,656.0,-80.12,-78.63,2
2016-07-07_20:23:10.00,658.0,-78.26,-75.87,2
2016-07-07_20:23:10.00,660.0,-77.69,-78.61,2
2016-07-07_20:23:10.00,662.0,-77.97,-83.87,1
2016-07-07_20:23:10.00,664.0,-74.58,-81.63,1
2016-07-07_20:23:10.00,666.0,-74.96,-77.61,2
2016-07-07_20:23:10.00,668.0,-75.35,-79.53,1
2016-07-07_20:23:10.00,670.0,-76.24,-81.36,1
2016-07-07_20:23:10.00,672.0,-78.86,-78.51,2
2016-07-07_20:23:10.00,674.0,-74.44,-81.25,1
2016-07-07_20:23:10.00,676.0,-75.28,-80.32,1
2016-07-07_20:23:10.00,678.0,-74.41,-79.39,1
2016-07-07_20:23:10.00,680.0,-78.43,-79.82,2
2016-07-07_20:23:10.00,682.0,-73.86,-81.63,1
2016-07-07_20:23:10.00,684.0,-75.2,-76.29,2
2016-07-07_20:23:10.00,686.0,-79.94,-80.91,2
2016-07-07_20:23:10.00,688.0,-75.1,-78.57,1
2016-07-07_20:23:10.00,690.0,-72.92,-82.72,1
2016-07-07_20:23:10.00,692.0,-74.87,-83.46,1
2016-07-07_20:23:10.00,694.0,-73.01,-79.46,1
2016-07-07_20:23:10.00,696.0,-75.19,-82.59,1
2016-07-07_20:23:10.00,698.0,-77.39,-76.8,2
2016-07-07_20:23:10.00,700.0,-79.29,-80.64,2
2016-07-07_20:23:20.00,652.0,-75.97,-76.43,2
2016-07-07_20:23:20.00,654.0,-80.5,-77.4,3
2016-07-07_20:23:20.00,656.0,-81.47,-76.64,3
2016-07-07_20:23:20.00,658.0,-77.05,-77.55,2
2016-07-07_20:23:20.00,660.0,-78.25,-79.08,2
2016-07-07_20:23:20.00,662.0,-74.49,-81.36,1
2016-07-07_20:23:20.00,664.0,-76.08,-81.44,1
2016-07-07_20:23:20.00,666.0,-82.21,-84.13,2
2016-07-07_20:23:20.00,668.0,-72.0,-81.67,1
2016-07-07_20:23:20.00,670.0,-75.55,-78.77,1
2016-07-07_20:23:20.00,672.0,-76.71,-79.17,2
2016-07-07_20:23:20.00,674.0,-77.01,-79.69,2
2016-07-07_20:23:20.00,676.0,-77.28,-79.74,2
2016-07-07_20:23:20.00,678.0,-75.72,-87.91,1
2016-07-07_20:23:20.00,680.0,-72.2,-82.6,1
2016-07-07_20:23:20.00,682.0,-73.74,-85.34,1
2016-07-07_20:23:20.00,684.0,-82.57,-80.15,2
2016-07-07_20:23:20.00,686.0,-75.16,-79.77,1
2016-07-07_20:23:20.00,688.0,-75.35,-78.53,1
2016-07-07_20:23:20.00,690.0,-74.41,-80.11,1
2016-07-07_20:23:20.00,692.0,-75.33,-81.99,1
2016-07-07_20:23:20.00,694.0,-71.62,-80.27,1
2016-07-07_20:23:20.00,696.0,-77.56,-83.43,1
2016-07-07_20:23:20.00,698.0,-77.69,-82.65,1
2016-07-07_20:23:30.00,650.0,-75.55,-74.23,2
2016-07-07_20:23:30.00,652.0,-77.84,-79.81,2
2016-07-07_20:23:30.00,654.0,-80.85,-80.17,2
2016-07-07_20:23:30.00,656.0,-76.85,-76.76,2
2016-07-07_20:23:30.00,658.0,-76.62,-79.17,2
2016-07-07_20:23:30.00,660.0,-79.46,-78.93,2
2016-07-07_20:23:30.00,662.0,-77.85,-80.9,1
2016-07-07_20:23:30.00,664.0,-77.47,-82.32,1
2016-07-07_20:23:30.00,666.0,-76.45,-80.17,1
2016-07-07_20:23:30.00,668.0,-76.3,-81.66,1
2016-07-07_20:23:30.00,670.0,-77.47,-80.88,1
2016-07-07_20:23:30.00,672.0,-76.0,-81.0,1
2016-07-07_20:23:30.00,674.0,-73.93,-81.75,1
2016-07-07_20:23:30.00,676.0,-75.83,-81.16,1
2016-07-07_20:23:30.00,678.0,-74.59,-84.99,1
2016-07-07_20:23:30.00,680.0,-76.33,-75.73,2
2016-07-07_20:23:30.00,682.0,-70.42,-82.03,1
2016-07-07_20:23:30.00,684.0,-72.56,-76.34,1
2016-07-07_20:23:30.00,686.0,-77.72,-77.63,2
2016-07-07_20:23:30.00,688.0,-72.97,-80.49,1
2016-07-07_20:23:30.00,690.0,-75.35,-82.35,1
2016-07-07_20:23:30.00,692.0,-77.42,-78.5,2
2016-07-07_20:23:30.00,694.0,-75.5,-86.29,1
2016-07-07_20:23:30.00,696.0,-72.4,-80.24,1
2016-07-07_20:23:40.00,646.0,-77.1,-74.56,2
2016-07-07_20:23:40.00,648.0,-83.45,-78.33,3
2016-07-07_20:23:40.00,650.0,-78.48,-80.8,2
2016-07-07_20:23:40.00,652.0,-78.42,-77.29,2
2016-07-07_20:23:40.00,654.0,-79.21,-76.32,2
2016-07-07_20:23:40.00,656.0,-76.78,-75.45,2
2016-07-07_20:23:40.00,658.0,-78.6,-78.38,2
2016-07-07_20:23:40.00,660.0,-81.06,-79.29,2
2016-07-07_20:23:40.00,662.0,-79.44,-78.56,2
2016-07-07_20:23:40.00,664.0,-82.8,-79.93,2
2016-07-07_20:23:40.00,666.0,-80.17,-80.72,2
2016-07-07_20:23:40.00,668.0,-80.75,-79.32,2
2016-07-07_20:23:40.00,670.0,-77.74,-83.6,1
2016-07-07_20:23:40.00,672.0,-78.13,-81.68,1
2016-07-07_20:23:40.00,674.0,-76.56,-80.98,1
